img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability
Watts4.jpg,1476,0.4414,13.795,7.081,7.942,69.508,4.614,134.408,90.695,59.812,42.263,14.594,24.457,0.06062,0.5356,0.5271,41.556,33.638,20.527,13.795,5.106,12.801,0.02557,0.1255,0.163,46.768,5.539,-0.01106,0.02539,18.696,0.5411,0.5116,0.4978,-2.533,-1.127,-1.188,0.002995,1.516,2.645,0.7755,0.8128,0.0002296,93.757,4.555,4.543,0.0001487,1.071E-05
Millet4.jpg,1855,0.8115,18.932,7.386,5.652,39.507,5.169,66.706,61.224,47.675,25.192,-0.008771,8.982,0.1303,0.3846,0.2647,46.663,44.231,41.982,18.932,2.693,5.946,0.07732,0.2025,0.1826,53.77,29.998,-0.05716,0.1387,17.358,0.5437,0.4433,0.4403,-2.79,-1.187,-1.306,0.009594,1.215,2.608,0.7751,0.7825,0.0002115,82.121,4.462,4.42,0.0001181,1.48E-05
Titian15.jpg,1899,1.17,15.644,7.416,6.171,65.349,4.581,82.552,70.66,50.642,30.098,1.803,13.759,0.1112,0.4243,0.324,40.141,36.366,32.933,15.644,3.235,5.16,0.03036,0.1729,0.1572,40.746,9.056,-0.04297,0.01429,11.211,0.5497,0.5523,0.5182,-2.894,-1.276,-1.426,0.006947,1.404,2.504,0.8763,0.8422,0.0002343,95.229,4.51,4.481,0.0001319,1.118E-05
Reynolds8.jpg,1650,0.6113,20.861,7.52,6.297,72.242,6.175,91.262,92.284,74.937,37.715,-3.697,9.835,0.195,0.233,0.3757,54.755,49.917,46.882,20.861,4.665,6.978,0.1052,0.1206,0.2072,39.955,9.895,-0.007987,-0.04883,23.113,0.5028,0.4891,0.4561,-2.713,-1.294,-1.296,0.001297,1.265,2.495,0.7827,0.8098,0.0003447,93.696,4.32,4.385,0.0001283,1.604E-05
Monet40.jpg,1673,0.6354,11.194,6.89,8.743,72.276,5.414,136.528,134.351,136.083,56.087,1.202,-0.6374,0.8847,0.0479,0.5458,28.881,29.162,28.882,11.194,1.354,2.961,0.2165,0.0388,0.1126,38.786,8.017,-0.01077,-0.03861,16.961,0.6625,0.6283,0.626,-2.308,-1.061,-1.115,0.002915,1.62,2.664,0.8838,0.8909,0.0001345,97.03,4.071,4.423,0.0001151,4.892E-06
Renoir35.jpg,1478,2.256,14.774,7.267,4.95,66.332,4.534,126.935,110.513,79.46,47.036,1.705,19.856,0.1122,0.4009,0.4981,39.921,35.904,37.799,14.774,3.982,5.246,0.02589,0.1302,0.156,25.71,11.909,0.00293,-0.05947,21.376,0.4923,0.5103,0.4423,-3.003,-1.491,-1.504,0.002132,1.325,2.452,0.7296,0.8127,0.0003682,94.04,4.46,4.474,0.0001694,1.234E-05
Pissarro14.jpg,1884,1.191,18.733,7.26,9.744,75.544,6.738,133.542,140.208,139.12,57.239,-2.239,0.05554,0.4909,0.168,0.5796,44.785,48.386,54.702,18.733,4.873,9.044,0.2265,0.1342,0.1865,23.496,16.088,-0.04004,-0.06977,9.316,0.517,0.4667,0.4366,-2.325,-1.122,-1.227,0.002138,1.424,2.579,0.6958,0.8397,0.0002034,92.646,4.412,4.502,0.0001198,9.846E-06
VanGogh17.jpg,1897,1.17,24.301,7.662,13.858,120.784,6.673,142.631,153.103,133.879,61.086,-6.823,8.672,0.2914,0.2434,0.6125,67.311,61.524,64.323,24.301,4.717,13.467,0.1546,0.2027,0.2351,26.477,13.53,-0.004399,-0.06751,9.792,0.6021,0.4329,0.4363,-2.189,-1.178,-1.097,0.001654,1.513,2.652,0.7198,0.8677,0.0002875,95.388,4.476,4.538,0.0001115,1.155E-05
Pissarro16.jpg,1776,0.7344,14.318,6.98,14.998,110.701,5.609,187.886,179.129,162.922,73.037,0.5159,9.517,0.1274,0.1489,0.7416,38.093,38.196,40.482,14.318,3.703,6.356,0.09003,0.1004,0.1451,10.794,10.701,0.02394,-0.04785,14.713,0.6327,0.5719,0.5434,-1.839,-0.9798,-1.037,0.006808,1.766,2.761,0.761,0.8731,0.0001881,94.869,3.869,4.338,0.0001075,6.581E-06
Renoir22.jpg,1862,0.8184,11.774,6.929,4.603,60.732,4.016,166.935,152.251,123.309,63.293,0.8155,17.214,0.1118,0.2636,0.6546,31.393,31.219,26.914,11.774,3.096,3.903,0.02056,0.05705,0.1231,33.677,5.653,-0.00716,0.02734,5.65,0.4504,0.4332,0.4618,-2.862,-1.303,-1.412,0.001814,1.378,2.518,0.7842,0.8195,0.0003369,96.806,4.515,4.411,0.0001645,1.495E-05
Tarbell1.jpg,1784,0.7422,21.667,7.097,5.159,60.718,5.104,76.456,66.749,58.086,27.882,2.619,6.471,0.0568,0.2232,0.3012,58.481,51.295,45.552,21.667,3.03,7.34,0.1132,0.1416,0.2283,65.592,14.911,0.06974,0.02637,17.894,0.4101,0.4133,0.3191,-2.943,-1.482,-1.563,0.00454,1.238,2.4,0.7573,0.7584,0.0003189,84.748,4.131,4.253,0.0001758,1.637E-05
Murillo3.jpg,1738,0.6973,19.303,7.125,5.542,64.756,6.156,61.469,62.521,53.98,25.529,-1.023,4.384,0.4994,0.4026,0.2922,61.941,43.424,25.051,19.303,8.295,15.571,0.2219,0.1592,0.2219,69.065,17.403,-0.004202,-0.08691,22.411,0.4695,0.3653,0.3586,-3.038,-1.488,-1.507,0.002455,1.314,2.46,0.797,0.7191,0.0002932,87.197,4.448,4.438,0.0001582,1.877E-05
Renoir25.jpg,1875,0.8311,16.171,7.431,4.601,56.228,5.162,121.689,109.024,85.795,46.143,1.255,14.695,0.1203,0.298,0.4805,44.761,39.442,33.573,16.171,3.903,7.751,0.09134,0.123,0.1715,23.98,8.547,0.01939,-0.03809,12.542,0.5052,0.4786,0.4735,-3.129,-1.311,-1.514,0.01295,1.358,2.453,0.8428,0.8103,0.0002214,96.807,4.531,4.437,0.0001425,1.419E-05
Renoir9.jpg,1866,0.824,22.644,7.364,9.33,109.489,6.217,72.467,66.437,59.251,28.066,1.87,5.138,0.02045,0.3162,0.3036,57.584,53.71,52.122,22.644,7.352,14.095,0.296,0.2627,0.2287,26.844,12.735,-0.008897,-0.06305,15.733,0.5433,0.5002,0.4908,-2.777,-1.266,-1.304,0.001911,1.498,2.595,0.7732,0.8436,0.0001824,97.198,4.539,4.54,0.000129,1.271E-05
Saenredam7.jpg,1884,1.191,18.367,7.688,6.166,82.655,4.389,141.937,119.293,80.282,50.913,3.999,24.811,0.1104,0.4694,0.5569,44.13,47.692,50.957,18.367,5.473,10.946,0.02356,0.2156,0.173,34.725,5.071,0.006836,-0.02442,6.511,0.4916,0.4551,0.4154,-2.646,-1.333,-1.303,0.008428,1.394,2.465,0.6787,0.8205,0.0004264,94.666,3.577,4.115,0.0001793,1.917E-05
Titian6.jpg,1950,1.106,18.343,7.424,7.439,87.963,6.173,87.194,81.743,75.191,34.701,2.726,5.49,0.1207,0.43,0.3999,45.099,44.884,55.589,18.343,6.766,17.488,0.2154,0.1608,0.2012,51.014,15.216,0.06934,0.03132,14.011,0.4835,0.4828,0.4705,-2.765,-1.355,-1.359,0.002754,1.567,2.534,0.815,0.8177,0.0002188,90.562,4.532,4.521,0.000138,1.472E-05
Repin4.jpg,1844,0.8008,26.905,7.257,4.462,55.672,5.034,119.683,106.281,82.425,44.478,2.12,15.785,0.125,0.3619,0.4704,64.078,68.728,61.797,26.905,10.407,8.359,0.05652,0.2333,0.2517,35.14,24.395,-0.01463,0.1211,12.165,0.5017,0.3668,0.3635,-2.931,-1.365,-1.34,0.004974,1.155,2.476,0.7003,0.7425,0.000349,90.48,4.457,4.345,0.0001709,2.007E-05
VigeeLebrun5.jpg,1832,1.267,12.846,6.966,5.31,61.632,5.845,79.91,72.543,58.286,30.887,0.7244,9.695,0.1526,0.2837,0.3218,37.951,29.884,25.504,12.846,5.843,8.212,0.1112,0.1696,0.1462,67.944,4.206,0.01855,0.009901,10.463,0.4384,0.4064,0.3634,-2.796,-1.454,-1.453,0.001926,1.414,2.474,0.7437,0.8058,0.0002916,88.657,4.542,4.511,0.0001217,1.777E-05
Sanzio1.jpg,1823,0.7803,23.038,7.577,4.445,67.339,6.125,115.588,109.32,94.813,45.915,1.962,10.141,0.1834,0.4385,0.506,55.261,61.165,66.48,23.038,10.408,15.533,0.2325,0.2388,0.2083,44.212,20.378,0.008135,0.1016,6.683,0.4525,0.3657,0.3344,-3.113,-1.476,-1.521,0.003218,1.157,2.401,0.7998,0.7858,0.0003159,89.403,4.511,4.45,0.0002217,2.589E-05
Staphorst1.jpg,1805,0.7627,6.513,6.35,3.016,21.806,4.553,54.891,45.821,35.512,19.429,2.24,8.108,0.1005,0.3244,0.2159,19.317,13.386,10.081,6.513,2.755,4.55,0.06486,0.1419,0.07497,65.058,3.759,0.01857,0.00293,9.733,0.4656,0.4748,0.4315,-2.71,-1.312,-1.358,0.00493,1.583,2.512,0.8256,0.7479,0.0003132,91.704,4.455,4.383,0.0001558,1.194E-05
