img_file,Image size (pixels)_abs_diff,Image size (pixels)_percent_diff,Aspect ratio_abs_diff,Aspect ratio_percent_diff,RMS contrast_abs_diff,RMS contrast_percent_diff,Luminance entropy_abs_diff,Luminance entropy_percent_diff,Complexity_abs_diff,Complexity_percent_diff,Edge density_abs_diff,Edge density_percent_diff,Color entropy_abs_diff,Color entropy_percent_diff,mean R channel_abs_diff,mean R channel_percent_diff,mean G channel_abs_diff,mean G channel_percent_diff,mean B channel (RGB)_abs_diff,mean B channel (RGB)_percent_diff,mean L channel_abs_diff,mean L channel_percent_diff,mean a channel_abs_diff,mean a channel_percent_diff,mean b channel (Lab)_abs_diff,mean b channel (Lab)_percent_diff,mean H channel_abs_diff,mean H channel_percent_diff,mean S channel_abs_diff,mean S channel_percent_diff,mean V channel_abs_diff,mean V channel_percent_diff,std R channel_abs_diff,std R channel_percent_diff,std G channel_abs_diff,std G channel_percent_diff,std B channel_abs_diff,std B channel_percent_diff,std L channel_abs_diff,std L channel_percent_diff,std a channel_abs_diff,std a channel_percent_diff,std b channel (Lab)_abs_diff,std b channel (Lab)_percent_diff,std H channel_abs_diff,std H channel_percent_diff,std S channel_abs_diff,std S channel_percent_diff,std V channel_abs_diff,std V channel_percent_diff,Mirror symmetry_abs_diff,Mirror symmetry_percent_diff,DCM distance_abs_diff,DCM distance_percent_diff,DCM x position_abs_diff,DCM x position_percent_diff,DCM y position_abs_diff,DCM y position_percent_diff,Balance_abs_diff,Balance_percent_diff,CNN symmetry left-right_abs_diff,CNN symmetry left-right_percent_diff,CNN symmetry up-down_abs_diff,CNN symmetry up-down_percent_diff,CNN symmetry left-right & up-down_abs_diff,CNN symmetry left-right & up-down_percent_diff,Slope Redies_abs_diff,Slope Redies_percent_diff,Slope Spehar_abs_diff,Slope Spehar_percent_diff,Slope Mather_abs_diff,Slope Mather_percent_diff,Fourier sigma_abs_diff,Fourier sigma_percent_diff,2D Fractal dimension_abs_diff,2D Fractal dimension_percent_diff,3D Fractal dimension_abs_diff,3D Fractal dimension_percent_diff,Self-similarity (PHOG)_abs_diff,Self-similarity (PHOG)_percent_diff,Self-similarity (CNN)_abs_diff,Self-similarity (CNN)_percent_diff,Anisotropy_abs_diff,Anisotropy_percent_diff,Homogeneity_abs_diff,Homogeneity_percent_diff,1st-order EOE_abs_diff,1st-order EOE_percent_diff,2nd-order EOE_abs_diff,2nd-order EOE_percent_diff,Sparseness_abs_diff,Sparseness_percent_diff,Variability_abs_diff,Variability_percent_diff,,Pearson Correaltions
5151.jpg,373,33,-0.001,0,0.073,0,0.02,0,-1.564,14,-0.301000000000002,0,-0.042,1,0.037999999999997,0,-0.024000000000001,0,0.108000000000004,0,-0.007000000000005,0,0.053999999999999,1,-0.066,-3,-0.0008,0,0.0005,0,0.0003,0,0.195999999999998,0,0.225000000000001,0,0.219999999999999,0,0.073,0,-0.028,1,0.007999999999999,0,-0.0014,1,0.0002,0,0.0007,0,0.021999999999999,0,0.001999999999999,0,0.00192,-6,0.00105,2,-0.091999999999999,0,0.0005,0,-0.006,1,-0.0068,2,0.209,-9,-0.106,-9,0.014,-1,-0.06623,84,0.041,3,-0.048,2,-0.0444,6,-0.0022,0,-4.72E-05,11,-0.064999999999998,0,0,0,-0.003,0,-9.59999999999999E-06,6,1.49E-06,10,,
5181.jpg,373,33,-0.001,0,0.017,0,-0.017,0,-1.468,19,-0.203999999999994,0,0,,-0.015000000000001,0,-0.015000000000001,0,-0.015000000000001,0,-0.003,0,4.99999999999958E-07,0,0,0,0,,0,,-9.9999999999989E-05,0,0.052999999999997,0,0.052999999999997,0,0.052999999999997,0,0.017,0,6.99999999999963E-07,0,9.99999999999916E-07,0,0,,0,,0.0002,0,-0.001000000000005,0,-0.26,2,0.00192,-5,0,0,-0.099,1,0.0009,0,-0.0005,0,0.0016,0,0.188,-6,-0.133,-9,0.004,0,-0.07268,75,0.083,6,-0.021,1,0.0323,5,0.002,0,-0.0001063,18,-0.419000000000011,0,-0.002,0,-0.003,0,-1.66E-05,7,1.01E-06,7,,
5193.jpg,356,33,0.0021,0,0.042000000000002,0,-0.004,0,-1.446,16,-0.096000000000004,0,0.058999999999999,1,0.057999999999993,0,-0.013000000000005,0,-0.087999999999999,1,0.021000000000001,0,0.011000000000001,0,0.013999999999999,0,-0.00032,1,0.007,1,0.0003,0,0.152000000000001,0,0.133999999999993,0,0.332000000000001,1,0.042000000000002,0,0.091,1,0.082999999999999,0,0.00233,4,0.0037,1,0.0006,0,0.028000000000006,0,-0.067,2,1.99999999999992E-05,0,-0.00037,2,-0.068,1,-0.0041,1,0.0014,1,0.0014,1,0.188,-6,0.013,-1,-0.192,-13,-0.05244,58,-0.117,9,-0.015,1,0.0786,11,-0.0028,0,-5.38E-05,10,-0.394999999999996,0,0,0,0,0,-2.28E-05,8,-3.6E-07,2,,
522.jpg,373,33,-0.001,0,0.007999999999999,0,0.000999999999999,0,-3.813,27,-0.300000000000011,0,-0.002,0,0.043000000000006,0,-0.004000000000005,0,0.021999999999991,0,0.004000000000005,0,0.024,0,-0.004,0,-0.0011,0,-0.0002,0,0.0002,0,0.042000000000002,0,0.024999999999999,0,0.018000000000001,0,0.007999999999999,0,0.011999999999999,0,0.019,0,-0.0006,0,-0.0004,0,9.9999999999989E-05,0,0.012999999999998,0,-0.214,3,-0.000388,11,0.00105,-3,-0.081000000000001,1,-0.0009,0,-0.0018,0,-0.0013,0,0.165,-5,-0.087,-5,-0.145,-10,-0.07005,51,0.057,4,-0.008,0,0.0039,1,-0.008,1,-4.78E-05,9,0.01700000000001,0,0.005,0,0.002,0,-5.19999999999999E-06,3,3.77E-07,4,,
5231.jpg,373,33,-0.001,0,0.091999999999999,0,0.008999999999999,0,-2.126,17,-0.36099999999999,0,-0.114,2,0.019000000000006,0,-0.036000000000001,0,-0.009999999999991,0,-0.018000000000001,0,0.025,-2,-0.012,0,-0.0004,0,0.0002,0,-9.9999999999989E-05,0,0.231999999999999,0,0.228000000000002,0,0.161000000000001,0,0.091999999999999,0,-0.013,0,-0.033,0,-0.0006,0,0.0022,1,0.0008,0,-0.207999999999998,1,0.031000000000001,0,-0.0004,-3,0,0,-0.077999999999999,1,-0.0003,0,0.0012,0,0.0012,0,0.228,-8,0.043,-3,-0.003,0,-0.068379,93,0.104,7,-0.012,0,0.0368,5,-0.0017,0,-4.88E-05,11,0.331999999999994,0,0.002,0,-0.001,0,-1.1E-05,7,3.2E-07,2,,
5236.jpg,373,33,0.0006,0,0.065999999999999,0,0.006,0,-1.134,14,-0.224999999999994,0,-0.004,0,0.024000000000001,0,0.007000000000005,0,-0.010999999999996,0,0.000999999999998,0,0.008000000000001,0,0.008000000000003,0,-1.99999999999922E-05,0,0.0012,0,0.0001,0,0.174999999999997,0,0.174,0,0.202999999999996,0,0.065999999999999,0,0.008000000000001,0,0.020999999999999,0,9.99999999999612E-06,0,0.0017,1,0.0007,0,-0.076000000000001,0,-0.055999999999999,0,0.001042,25,0.00033,0,-0.073999999999998,0,0.0024,1,0.002,1,0.0028,1,0.183,-6,0.203,-15,-0.02,-1,-0.021045,86,0.105,8,0.003,0,0.0928,14,-0.0016,0,-0.0001319,24,0.353999999999999,0,0.002,0,0,0,-2.74E-05,10,9.50000000000003E-07,4,,
5237.jpg,373,33,-0.001,0,0.161000000000001,1,0.004,0,-1.127,8,-0.355000000000004,0,0.016,0,0.007999999999996,0,-0.015000000000001,0,-0.019999999999996,0,-0.015999999999998,0,0.0085,1,0.0034,0,-0.0017,0,0.0045,2,-9.9999999999989E-05,0,0.427000000000007,1,0.402000000000001,1,0.391999999999996,1,0.161000000000001,1,0.015,0,-0.014,0,-0.0062,2,0.0113,6,0.0016,1,0.267999999999994,1,0.073,1,-0.00042,-1,0,0,0.087999999999998,1,0.0017,0,-0.0015,0,0.0011,0,0.252,-11,-0.148,-12,0.007,-1,-0.08263,82,0.125,8,0.037,1,0.014,2,-0.0014,0,-8.11999999999999E-05,14,0.219999999999999,0,-0.008,0,-0.002,0,-1.53E-05,8,1.26E-06,5,,
5242.jpg,356,33,-0.005,0,0.154,1,0.005000000000001,0,-1.484,12,-0.275999999999996,0,-0.011,0,0.009,0,-0.006999999999991,0,0.018000000000001,0,-0.014000000000003,0,0.014811,-180,-0.022,1,-0.001,1,0.0029,1,9.9999999999989E-05,0,0.391000000000005,1,0.403000000000006,1,0.349000000000004,0,0.154,1,0.02,0,0.014000000000001,0,0.0012,0,0.0052,2,0.0015,1,0.498000000000005,1,0.119999999999997,1,0.00115,-4,0.0009,1,-0.181000000000001,1,-0.0002,0,-0.0004,0,-0.0008,0,0.243,-10,0.034,-3,0.15,-13,-0.053844,90,-0.047,3,0.015,1,0.0057,1,-0.002,0,-0.0001013,21,0.052999999999997,0,0.002,0,0,0,-1.63E-05,6,-1.1E-06,5,,
5244.jpg,373,33,-0.001,0,0.026,0,-0.005,0,-1.441,20,-0.221000000000004,0,0,,0.001999999999995,0,0.001999999999995,0,0.001999999999995,0,-0.003999999999998,0,0,0,0,0,0,,0,,0,0,0.072000000000003,0,0.072000000000003,0,0.072000000000003,0,0.026,0,4.0000000000001E-07,0,9.99999999999916E-07,0,0,,0,,0.0002,0,0.031999999999997,0,0.138000000000005,0,0.00113,-2,-0.0011,-1,-0.094000000000001,1,-0.0026,1,-0.0032,2,-0.0033,2,0.153,-5,-0.049,-3,-0.057,-4,-0.02571,89,0.075,6,-0.015,1,0.0193,4,-0.0056,1,-8.21E-05,15,0.043999999999997,0,0.002,0,-0.001,0,-1.31E-05,4,3.49999999999998E-07,2,,
5278.jpg,373,33,0.0006,0,0.317,2,0.035,1,0.317,4,-0.207000000000001,0,-0.01,0,0.031999999999982,0,0.006999999999991,0,-0.025000000000006,0,-0.001999999999995,0,0.003,0,0.012000000000001,0,3.00000000000022E-05,0,0.0032,1,9.9999999999989E-05,0,0.743000000000002,2,0.844999999999999,2,0.858999999999995,2,0.317,2,0.01,0,0.023,0,0.00035,2,0.005,3,0.0029,2,-0.441000000000001,4,-0.038,1,0.00104,-7,0.00041,2,-0.062000000000001,1,-0.0034,1,0.0018,0,0.0003,0,0.238,-10,0.1467,-15,0.037,-3,0.00082,4,0.154,10,-0.006,0,0.0025,0,-0.0026,0,-7.43E-05,23,-0.071999999999989,0,0.000999999999999,0,-0.001,0,-3.37E-05,14,2.81E-06,16,,
5279.jpg,373,33,-0.001,0,0.213999999999999,1,-0.000999999999999,0,-2.391,16,-0.353000000000009,0,-0.014,0,0.021000000000001,0,0.030999999999992,0,-0.025999999999996,0,-0.007000000000005,0,-0.008000000000001,0,0.026,-1,-0.0004,0,0.0009,0,0,0,0.608999999999995,1,0.525000000000006,1,0.501000000000005,1,0.213999999999999,1,0.017,0,0.005000000000001,0,0.0004,0,0.0002,0,0.0023,1,0.782000000000004,2,0.216999999999999,2,0.00122,2,-0.001042,11,0.079000000000001,1,-0.0035,1,-0.0022,0,-0.004,1,0.256,-11,-0.209,-17,0.0738,-8,-0.08626,70,0.009,1,0.002,0,-0.0015,0,-0.0051,1,-7.90000000000003E-06,1,-0.212000000000003,0,0.002,0,0,0,-8.19999999999998E-06,3,1.46E-06,7,,
5284.jpg,373,33,-0.001,0,0.273,1,-0.005000000000001,0,-2.221,13,-0.239999999999981,0,0.04,1,0.152000000000015,0,0.009,0,-0.057000000000002,0,0.012999999999998,0,0.061000000000002,0,0.035999999999998,0,-6.00000000000045E-05,0,0.005,1,0.0007,0,0.808999999999998,1,0.790000000000006,1,0.775000000000006,1,0.273,1,0.208,2,0.087,0,0.00051,1,0.0052,2,0.0031,1,0.448999999999998,1,-0.217000000000001,2,0.00113,-2,0.002083,100,-0.114999999999998,1,-0.002,0,-0.0015,0,-0.0015,0,0.256,-10,0.088,-8,0.028,-2,-0.066272,97,0.082,5,0.033,1,0.0216,3,-0.001,0,-5.54E-05,16,0.094999999999999,0,0,0,0.001,0,-1.44E-05,9,-9.79999999999997E-07,6,,
5288.jpg,373,33,0.0006,0,0.368000000000002,1,0.047000000000001,1,0.19,2,-0.292000000000002,0,0.011,0,-0.00800000000001,0,0.016999999999996,0,-0.037999999999983,0,-0.033000000000001,0,-0.01,-1,0.022,0,-0.0003,0,0.0028,1,-0.0002,0,0.792000000000009,1,0.783000000000001,1,0.77000000000001,1,0.368000000000002,1,-0.016,0,-0.013,0,-0.00096,1,0.0089,7,0.0031,1,-1.452,4,-0.375,1,0.001042,-50,0.0019,-2,-0.045000000000002,0,0.0028,0,-0.0082,2,-0.0076,2,0.308,-15,0.0549,-6,0.1902,-22,-0.07178,86,0.264,17,0.065,2,-0.016,3,0.006,1,-6.60000000000005E-06,1,0.090000000000003,0,-0.003,0,0,0,-1.12E-05,4,-1.31E-06,10,,
5289.jpg,373,33,0.0006,0,0.013999999999999,0,0,0,-1.863,24,-0.200000000000003,0,-0.04,1,0.038000000000004,0,-0.003999999999998,0,0.019000000000006,0,0.001000000000001,0,0.0166,2,0.000999999999999,0,-0.0023,1,-0.0038,1,0,0,0.035999999999987,0,0.041000000000004,0,0.017000000000003,0,0.013999999999999,0,0.012000000000001,0,-0.005,0,-0.0003,0,-0.0024,1,0.0002,0,-0.029000000000004,0,-0.016,1,0.001042,25,-0.00038,3,-0.119,1,-0.0015,0,-0.0019,1,-0.0016,0,0.155,-5,-0.021,-1,-0.078,-5,-0.029611,84,0.086,7,-0.1,4,0.0239,4,-0.0016,0,-6.13E-05,10,-0.287999999999997,0,-0.007,0,0,0,-1.02E-05,5,2.60000000000001E-07,1,,
5314.jpg,373,33,-0.001,0,0.254000000000001,1,-0.001,0,-5.707,22,-0.045999999999992,0,0.007,0,0.004999999999995,0,-0.031000000000006,0,-0.070000000000007,0,-0.027000000000001,0,0.018999999999998,0,0.026999999999999,0,0.0001,0,0.007,1,0.0003,0,0.531999999999997,1,0.665999999999997,1,0.5,1,0.254000000000001,1,0.012999999999998,0,-0.016000000000002,0,0.001,1,-0.0005,0,0.0022,1,0.146000000000001,0,-0.061,3,-0.000385,5,0,0,-0.088000000000001,1,-0.0083,1,-0.0093,1,-0.0092,1,0.232,-9,-0.407,-33,-0.102,-9,-0.11216,76,-0.038,2,-0.109,4,-0.0119,1,-0.0074,1,-2.84E-05,9,-0.036000000000001,0,0.002,0,-0.001,0,-6.90000000000001E-06,5,6.04000000000001E-07,9,,
5335.jpg,373,33,-0.001,0,0.036999999999999,0,-0.001,0,-0.959,14,-0.182000000000002,0,0.001,0,0.00200000000001,0,-0.000999999999991,0,0.025999999999996,0,-0.002000000000002,0,0.008999999999999,0,-0.02,0,-0.001,2,0.0007,0,0,0,0.093000000000004,0,0.088000000000008,0,0.153999999999996,0,0.036999999999999,0,-0.007999999999999,0,0.033000000000001,0,0.0002,0,0.0013,0,0.0004,0,-0.067,0,0.289000000000001,1,0.00121,3,0.0011,1,0.106000000000002,0,-0.0019,0,-0.003,1,-0.0005,0,0.163,-6,-0.009,-1,0.164,-14,-0.021962,72,0.115,9,-0.017,1,0.003,0,-0.0067,1,-8.06E-05,14,0.051000000000002,0,-0.002,0,-0.003,0,-1.52E-05,4,-2.12E-06,7,,
5356.jpg,373,33,0.0006,0,0.076000000000001,0,0.033,0,-0.012000000000001,0,-0.179000000000002,0,-0.055,1,-0.013999999999996,0,0.012000000000001,0,0.028000000000006,0,-0.000999999999998,0,9.99999999997669E-05,0,-0.022,0,0.0013,0,0.0002,0,9.9999999999989E-05,0,0.245000000000005,0,0.205999999999989,0,0.333000000000006,1,0.076000000000001,0,0.01,0,0.024000000000001,0,-0.0012,1,0.0022,1,0.0008,0,0.130000000000003,0,0.207000000000001,2,0.00104,2,0.00043,1,-0.151,1,0.0006,0,0.001,0,-0.0006,0,0.262,-10,0.1,-8,-0.008,-1,-0.01846,56,0.099,8,0.007,0,0.0562,8,0.0075,1,-0.0001601,33,-0.209000000000003,0,-0.005,0,-0.007,0,-2.43E-05,11,1.85E-06,10,,
5384.jpg,373,33,-0.001,0,0.077000000000002,0,0.006,0,-0.258,6,-0.126000000000005,0,0.01,0,-0.016999999999996,0,0.004000000000005,0,-0.005999999999997,0,0.003999999999998,0,-0.011000000000003,0,0.003999999999998,0,7.00000000000006E-05,0,0.0007,0,-9.9999999999989E-05,0,0.116999999999997,0,0.256,0,0.563000000000002,2,0.077000000000002,0,0.026,0,0.030999999999999,0,0.00104,2,0.0009,1,0.0005,0,0.120000000000005,0,0.412,13,-0.000395,-7,0.00208,14,-0.124000000000001,1,-0.003,1,-0.0054,1,-0.0056,2,0.215,-8,0.176,-17,0.178,-13,0.01299,38,0.14,11,0.078,3,0.0004,0,0.003,0,-0.0001554,24,-0.102000000000004,0,-0.002000000000001,0,0,0,-3.84E-05,6,-1.73E-06,6,,
5395.jpg,373,33,-0.001,0,0.145,0,0,0,-0.690000000000001,6,-0.283000000000001,0,0.023,0,0.006,0,-0.012000000000001,0,-0.048000000000002,0,-0.009,0,0.027,0,-0.026,0,0.001,0,0.0072,1,0.0004,0,0.359999999999999,0,0.370999999999995,1,0.50800000000001,1,0.145,0,0.068999999999999,0,0.082000000000001,0,0.001,1,0.0042,1,0.0015,0,-0.181999999999995,0,-0.050000000000001,0,0.00035,-1,0,0,-0.100999999999999,1,0.0012,0,0.0009,0,0.0005,0,0.233,-9,0.068,-6,0.216,-18,-0.01335,32,0.143,10,-0.004,0,0.0283,4,-0.001,0,-9.47E-05,14,0.215000000000003,0,0.002,0,-0.000999999999999,0,-1.33E-05,7,3.61E-06,13,,
5397.jpg,373,33,0.0006,0,0.004999999999999,0,-0.005,0,-1.129,21,-0.158000000000001,0,-0.044,1,-0.012000000000001,0,0.009,0,-0.054000000000002,0,0,0,-0.025,0,0.034600000000001,0,-0.0006,0,-0.0005,0,-0.0002,0,0.029000000000004,0,0.006999999999998,0,0.039000000000002,0,0.004999999999999,0,0.001000000000001,0,0.006,0,-0.0008,1,0.0004,0,0.0001,0,-0.040999999999997,0,0.241,2,0,0,0.00122,2,-0.132,1,-0.0047,1,-0.0009,0,-0.0008,0,0.146,-5,-0.006,0,-0.002,0,-0.01125,44,0.021,2,-0.077,3,0.0162,2,-0.0054,1,-5.49000000000001E-05,8,-0.349999999999994,0,-0.005,0,-0.006,0,-1.12E-05,3,1.61E-06,7,,
556512.jpg,432,33,0,0,0.322000000000001,2,0,0,-1.85,10,-0.223000000000013,0,0.000999999999999,0,0.00200000000001,0,0.010999999999996,0,-0.145,1,-0.012999999999998,0,-0.001799999999999,0,-0.001999999999999,0,0,0,0.0093,1,0.0002,0,0.730999999999994,2,0.792000000000002,2,1.092,4,0.322000000000001,2,0.052,0,0.07,1,0.00026,0,0.0122,7,0.0028,2,-0.008999999999993,0,0.159999999999999,3,0.000868,25,0.00069,3,-0.026,1,-0.0019,0,-0.001,0,-0.0017,0,0.154,-8,-0.073,-7,0.017,-2,-0.049971,93,-0.007,0,-0.039,1,-0.0096,1,-0.0033,0,-1.28E-05,6,0.037000000000006,0,0,0,0,0,-9.66999999999999E-06,9,1.185E-06,13,,
562430.jpg,422,33,-0.001,0,0.091000000000001,0,-0.047000000000001,1,-0.492,10,-0.112000000000002,0,-0.044,1,0.074000000000012,0,0.015000000000015,0,-0.038999999999998,0,0.010000000000005,0,0.033999999999999,0,-0.003,0,-0.00195,2,0.0009,0,0.0003,0,0.254999999999995,0,0.209000000000003,0,0.460000000000001,1,0.091000000000001,0,-0.010999999999999,0,0.100000000000001,0,0.0004,1,0.0017,1,0.001,0,-0.067,0,-0.274999999999999,1,0,0,0.0015,-1,0.106,1,-0.0004,0,-0.0126,3,-0.0095,3,0.149,-5,0.061,-5,0.093,-8,-0.02197,39,0.042,4,0.094,4,-0.0346,9,0.0064,1,-3.6E-05,3,-0.177000000000007,0,-0.008,0,-0.007,0,-7.29999999999991E-06,1,-4.99999999999999E-07,1,,
576168.jpg,439,33,0.0006,0,0.259999999999998,1,-0.034,0,-2.905,17,0.068999999999988,0,0.02,0,0.064999999999998,0,0.090000000000003,0,0.064999999999998,0,0.013999999999996,0,0.0234,-3,0.013000000000002,0,-0.004,3,0.0058,1,0.0005,0,0.792000000000002,1,0.683999999999998,1,0.870000000000004,1,0.259999999999998,1,0.046999999999999,0,0.069000000000003,0,0.0008,0,0.0048,1,0.0026,1,0.562999999999999,2,-0.316,4,0,0,0.00171,-5,-0.043999999999999,0,-0.0006,0,-0.0005,0,-0.0014,0,0.178,-7,-0.086,-6,-0.048,-4,-0.036732,86,0.025,2,-0.092,4,-0.0286,4,0.004,0,-4.09999999999999E-05,8,0.132000000000005,0,0,0,-0.000999999999999,0,-1E-05,6,5.7E-07,3,,
578726.jpg,402,33,-0.001,0,0.667000000000002,2,-0.017,0,-2.54,12,0.106999999999999,0,0.078,1,0.080999999999989,0,0.080000000000013,0,0.310000000000002,0,-0.003,0,0.09117,831,-0.120625,94,0.0111,4,0.0102,3,0.0024,0,1.824,3,1.693,2,1.44,1,0.667000000000002,2,0.396000000000001,4,0.221,1,0.0063,2,0.0061,3,0.006,2,-1.065,3,0.282,2,0.000694,-12,0.00148,3,0.032999999999998,0,-0.0032,1,0.0022,0,-0.003,1,0.157,-7,-0.076,-7,-0.046,-4,-0.04338,86,0.09,6,-0.109,4,0.0063,1,-0.0025,0,-4.08E-05,7,0.222999999999999,0,-0.011,0,-0.007,0,-1.08E-05,4,-7.4E-07,4,,
648533.jpg,467,33,-0.001,0,0.099,0,0.005999999999999,0,-2.588,20,-0.094999999999999,0,0.021,0,0.075000000000003,0,-0.037999999999997,0,-0.046000000000007,0,0.011000000000003,0,0.030999999999999,0,0.009,0,-0.00068,3,0.0049,1,0.0004,0,0.207999999999998,0,0.340000000000003,1,0.385000000000005,1,0.099,0,0.017999999999997,0,0.054000000000002,0,0.00017,0,0.0021,1,0.0008,0,0.108999999999995,0,0.141999999999999,1,0,0,0.00181,4,0.011999999999999,0,-0.0007,0,0.001,0,0,0,0.142,-6,-0.192,-15,-0.135,-12,-0.05845,80,-0.055,4,-0.11,4,0.0207,4,-0.0036,0,-6.12E-05,9,-0.066999999999993,0,-0.001,0,0.000999999999999,0,-8.00000000000001E-06,4,-7.49999999999998E-07,3,,
650766.jpg,469,33,0,0,0.163000000000004,0,-0.016,0,0.743,10,0.069999999999993,0,0.098,2,0.031000000000006,0,0.001000000000005,0,0.052000000000021,0,0.008000000000003,0,0.02,1,-0.0149,2,-0.0011,0,0.0125,10,0.0005,0,0.421999999999997,0,0.421999999999997,0,0.381,0,0.163000000000004,0,0.132000000000001,2,0.053,1,0.0015,1,0.0239,11,0.0013,0,-0.300999999999995,1,0.054000000000002,0,0,0,-0.0003,0,0.033000000000001,0,0.0038,1,0.0006,0,0.0013,0,0.147,-5,0.1,-9,0.022,-2,0.016185,74,0.1145,11,-0.027,1,-0.0096,2,0.0007,0,-0.0001509,15,0.09899999999999,0,-0.002000000000001,0,0,0,-8.39999999999999E-06,1,5.49E-06,15,,
651730.jpg,401,33,-0.001,0,0.087,0,-0.122000000000001,2,-0.077,2,-0.106999999999999,0,0.024,0,-0.003000000000014,0,-0.004000000000005,0,0.012000000000001,0,0.009,0,0,0,-0.002000000000002,0,-0.000895,17,0.0073,1,0.0003,0,0.25500000000001,0,0.308999999999997,1,0.355,1,0.087,0,0.067,1,0.016000000000002,0,0.0009,1,0.0024,2,0.0004,0,-0.216,4,0.096,1,0,0,-0.00049,-1,0.023000000000002,0,-0.0043,1,-0.0111,3,-0.012,4,0.177,-7,0.167,-15,0.117,-10,-0.00545,31,0.101,7,0.08,3,-0.035,6,-0.0025,0,-4.85E-05,6,-0.314000000000007,0,-0.003,0,-0.004,0,-1.95E-05,3,2.28E-06,11,,
664282.jpg,480,33,0,0,0.860999999999997,3,-0.038,0,-2.583,9,0.087999999999994,0,0.04,1,0.084000000000003,0,0.030000000000001,0,-0.089000000000013,0,-0.066000000000003,0,0.0202,2,0.02,0,0.0004,0,0.0232,5,0.0006,0,2.179,3,2.2,3,2.24599999999999,3,0.860999999999997,3,0.044000000000001,0,0.061,0,0.00281,3,0.0152,5,0.0084,3,0.023000000000003,0,-0.108000000000001,1,0,0,0.00139,-9,0.033999999999999,0,0.0026,0,-0.0165,4,-0.0147,3,0.161,-8,-0.065,-6,0.086,-8,-0.03604,92,-0.098,6,0.002,0,-0.0557,10,-0.0063,1,-2.18E-05,5,0.081999999999994,0,0.001,0,0.000999999999999,0,-6.5E-06,5,2.71E-06,18,,
684305.jpg,371,33,-0.005,0,0.061,0,-0.008,0,-0.788,12,-0.216999999999999,0,0.001,0,0.022999999999996,0,0.003,0,-0.034999999999997,0,0.017999999999997,0,0.013999999999999,0,0.003,0,-0.00134,2,0.006,1,0.0004,0,0.211999999999989,0,0.187000000000005,0,0.231000000000002,1,0.061,0,0.077999999999999,1,0.052999999999997,0,0.0007,0,0.0112,4,0.0006,0,-0.082999999999999,0,0.07,0,0.00069,-1,0.00109,1,0.096,0,-0.0047,1,-0.0016,0,-0.0038,1,0.146,-5,-0.027,-2,-0.066,-4,-0.007079,48,0.109,9,-0.05,2,-0.0122,2,0.0037,0,-9.03E-05,15,0.065000000000012,0,-0.01,0,-0.006,0,-1.58E-05,6,8.00000000000026E-08,0,,
690199.jpg,417,33,-0.003,0,0.017,0,0,0,-1.242,22,-0.091000000000008,0,-0.017,0,0.007000000000005,0,0,0,0.051000000000002,0,0.003,0,0.01,-1,-0.017999999999999,0,0.0004,0,-0.0001,0,0,0,0.037000000000006,0,0.055000000000007,0,0.138999999999996,0,0.017,0,0.033,0,0.013999999999999,0,-6.00000000000045E-05,0,0.0011,1,9.9999999999989E-05,0,0,0,-0.012000000000001,0,0.00069,6,0.00016,0,-0.057,0,-0.0047,2,-0.0039,1,-0.006,2,0.127,-4,-0.077,-6,-0.045,-4,-0.03286,73,0.097,9,-0.066,3,0.0074,2,-0.0069,1,-7.31999999999998E-05,7,-0.316000000000002,0,-0.003,0,-0.003,0,-1.69999999999999E-06,0,-1.44000000000001E-06,3,,
703697.jpg,401,33,-0.003,0,0.360000000000003,2,0.01,0,-0.604999999999999,5,-0.174000000000007,0,-0.033,1,0.021000000000001,0,-0.019000000000006,0,0.012000000000001,0,0.001999999999999,0,0.047,-2,-0.013999999999999,0,0.0008,0,0.0126,4,0.0007,0,1.104,2,0.983999999999995,2,0.698,2,0.360000000000003,2,0.132999999999999,2,0.283999999999999,3,0.0006,0,0.0207,12,0.0035,2,0.829999999999998,2,-0.222,3,0,0,-0.00112,3,-0.009,0,-0.0104,3,-0.0075,2,-0.0039,1,0.147,-7,-0.061,-6,0.0861,-10,-0.032112,91,-0.011,1,0.101,4,-0.0337,7,0.0009,0,-4.3E-05,10,-0.004999999999995,0,0.006,0,0.003,0,-1.40000000000003E-06,1,1.52E-06,8,,
705510.jpg,400,33,0,0,0.436,4,-0.003,0,-0.418,8,-0.044999999999995,0,0.037,1,0.009999999999998,0,0.044000000000004,0,-0.018000000000001,0,0.019000000000002,0,0.059999999999995,0,0.01870000000001,0,-0.0002,0,0.0023,0,0.0007,0,1.247,3,1.137,3,1.108,5,0.436,4,-0.059999999999999,1,0.271000000000001,1,0.00056,1,-0.0014,1,0.00402,5,0.173000000000002,0,-0.077,1,-0.001045,-11,0.0007,-2,0.029,0,-0.0153,4,-0.0125,3,-0.0147,5,0.157,-7,0.059,-5,-0.026,-2,-0.030585,91,0.054,3,0.185,7,0.0149,4,-0.0005,0,-8.25E-05,16,0.007000000000005,0,0,0,-0.001,0,-1.03000000000001E-05,1,7.60000000000003E-07,5,,
