img_file,Image size (pixels)_abs_diff,Image size (pixels)_percent_diff,Aspect ratio_abs_diff,Aspect ratio_percent_diff,RMS contrast_abs_diff,RMS contrast_percent_diff,Luminance entropy_abs_diff,Luminance entropy_percent_diff,Complexity_abs_diff,Complexity_percent_diff,Edge density_abs_diff,Edge density_percent_diff,Color entropy_abs_diff,Color entropy_percent_diff,mean R channel_abs_diff,mean R channel_percent_diff,mean G channel_abs_diff,mean G channel_percent_diff,mean B channel (RGB)_abs_diff,mean B channel (RGB)_percent_diff,mean L channel_abs_diff,mean L channel_percent_diff,mean a channel_abs_diff,mean a channel_percent_diff,mean b channel (Lab)_abs_diff,mean b channel (Lab)_percent_diff,mean H channel_abs_diff,mean H channel_percent_diff,mean S channel_abs_diff,mean S channel_percent_diff,mean V channel_abs_diff,mean V channel_percent_diff,std R channel_abs_diff,std R channel_percent_diff,std G channel_abs_diff,std G channel_percent_diff,std B channel_abs_diff,std B channel_percent_diff,std L channel_abs_diff,std L channel_percent_diff,std a channel_abs_diff,std a channel_percent_diff,std b channel (Lab)_abs_diff,std b channel (Lab)_percent_diff,std H channel_abs_diff,std H channel_percent_diff,std S channel_abs_diff,std S channel_percent_diff,std V channel_abs_diff,std V channel_percent_diff,Mirror symmetry_abs_diff,Mirror symmetry_percent_diff,DCM distance_abs_diff,DCM distance_percent_diff,DCM x position_abs_diff,DCM x position_percent_diff,DCM y position_abs_diff,DCM y position_percent_diff,Balance_abs_diff,Balance_percent_diff,CNN symmetry left-right_abs_diff,CNN symmetry left-right_percent_diff,CNN symmetry up-down_abs_diff,CNN symmetry up-down_percent_diff,CNN symmetry left-right & up-down_abs_diff,CNN symmetry left-right & up-down_percent_diff,Slope Redies_abs_diff,Slope Redies_percent_diff,Slope Spehar_abs_diff,Slope Spehar_percent_diff,Slope Mather_abs_diff,Slope Mather_percent_diff,Fourier sigma_abs_diff,Fourier sigma_percent_diff,2D Fractal dimension_abs_diff,2D Fractal dimension_percent_diff,3D Fractal dimension_abs_diff,3D Fractal dimension_percent_diff,Self-similarity (PHOG)_abs_diff,Self-similarity (PHOG)_percent_diff,Self-similarity (CNN)_abs_diff,Self-similarity (CNN)_percent_diff,Anisotropy_abs_diff,Anisotropy_percent_diff,Homogeneity_abs_diff,Homogeneity_percent_diff,1st-order EOE_abs_diff,1st-order EOE_percent_diff,2nd-order EOE_abs_diff,2nd-order EOE_percent_diff,Sparseness_abs_diff,Sparseness_percent_diff,Variability_abs_diff,Variability_percent_diff,,Pearson Correaltions
3136.jpg,373,33,-0.001,0,0.241000000000003,1,0.000999999999999,0,-0.516,4,-0.307000000000002,0,0.058,1,-0.025999999999982,0,-0.038000000000011,0,-0.042000000000002,0,-0.028999999999996,0,0.01,0,-0.007,0,0.0006,0,0.0107,5,9.9999999999989E-05,0,0.600000000000009,1,0.593000000000004,1,0.611999999999995,1,0.241000000000003,1,0.058,1,0.059000000000001,1,0.0023,2,0.0192,10,0.0022,1,-0.240000000000002,1,0.140000000000001,2,0.00119,5,0,0,-0.112,1,-0.001,0,-0.0052,1,-0.0021,1,0.242,-10,0.1181,-12,0.277,-27,-0.02743,61,0.058,4,0.049,2,-0.0362,6,-0.0072,1,-3.6E-05,9,-0.230000000000004,0,0.002000000000001,0,-0.002000000000001,0,-1.82E-05,9,-1.09999999999997E-07,1,,Image size (pixels) 1.0
31405.jpg,373,33,-0.003,0,0.251999999999999,1,0.012000000000001,0,0.536,5,-0.23899999999999,0,0.039,1,-0.006,0,0.003,0,-0.015999999999991,0,-0.02,0,0.005,0,0.022,0,0.0003,0,0.0036,1,0,0,0.612999999999999,1,0.667999999999999,1,0.719999999999999,1,0.251999999999999,1,0.138,4,0.058999999999999,1,0.0003,0,0.0064,3,0.0029,1,-0.012000000000001,0,-0.088999999999999,0,-0.0002,0,-0.00056,1,0.026,0,0.0007,0,0.0069,2,0.0002,0,0.236,-9,0.3785,-50,0.256,-23,0.00488,15,0.052,4,0.112,4,0.0157,2,-0.0008,0,-9.07E-05,22,-0.045999999999992,0,0,0,-0.002000000000001,0,-1.87E-05,12,-2.30000000000003E-07,1,,Aspect ratio 1.0
3141.jpg,373,33,0.0006,0,0.015000000000001,0,0.073,1,-0.465,17,-0.266000000000002,1,-0.101,3,0.052000000000007,0,-0.028000000000006,0,-0.030000000000001,0,-0.003,0,0.031,0,0.006,0,-0.00081,1,0.002,0,0.0002,0,0.045000000000002,0,0.034999999999997,0,0.061,0,0.015000000000001,0,-0.022,0,0.003,0,-0.00295,14,0.0033,2,0.0002,0,-0.052999999999997,0,0.199999999999996,0,0,0,0.0013,1,-0.087,0,-0.0081,3,-0.007,2,-0.0079,3,0.153,-5,0.016,-1,-0.044,-3,-0.015032,84,0.0377,4,-0.043,2,0.0549,12,-0.0059,1,-0.0001035,14,-0.210999999999998,0,0.014,0,0.009,0,-7.10000000000001E-06,1,8.66E-06,23,,RMS contrast 0.92
3146.jpg,373,33,0.0006,0,0.030999999999999,0,-0.034,1,-0.092,2,-0.115000000000002,0,0.000222,13,0.009999999999991,0,0.009999999999991,0,0.009999999999991,0,0.001999999999995,0,2.70000000000001E-05,-1,-7.2E-05,2,0,0,-1.42E-07,10,9.9999999999989E-05,0,0.068999999999988,0,0.068999999999988,0,0.068999999999988,0,0.030999999999999,0,-0.001908,32,-0.00208,16,0.000585,20,-4.34E-05,27,0.0003,0,0.036,0,-0.041999999999995,0,0.00208,-2,0.0006,0,-0.080000000000005,0,0.0025,1,-0.0044,3,-0.0043,3,0.141,-4,0.226,-16,0.067,-4,0.013671,80,0.085,8,0.037,2,0.0045,2,0.0002,0,-0.000223,20,-0.38600000000001,0,-0.000999999999999,0,0,0,-1.3E-05,1,-2.29999999999999E-07,1,,Luminance entropy 0.88
31485.jpg,358,33,-0.005,0,0.081000000000003,0,-0.101999999999999,1,-1.641,22,-0.180000000000007,0,-0.086,1,-0.01100000000001,0,-0.007999999999996,0,-0.029000000000011,0,-0.009,0,-0.011,0,0.011,0,0.0003,0,0.0004,0,-9.9999999999989E-05,0,0.265999999999998,0,0.226999999999997,0,0.206000000000003,0,0.081000000000003,0,0.026,0,-0.023999999999999,0,-0.0005,0,-0.0015,1,0.0008,0,1.029,3,-0.170999999999999,1,0.00111,-2,0.00112,7,-0.122000000000002,1,-0.0024,1,-0.002,0,-0.0021,1,0.297,-10,0.033,-2,0.06,-4,-0.06573,65,-0.011,1,-0.092,4,-0.014,2,-0.0132,2,-5.66000000000001E-05,7,-0.38300000000001,0,0,0,0,0,-1.01E-05,4,1.40000000000002E-07,0,,Complexity 0.99
31525.jpg,321,33,-0.002,0,0.079000000000001,0,0.007,0,-1.765,20,-0.102000000000004,0,0,,-0.016999999999996,0,-0.016999999999996,0,-0.016999999999996,0,-0.011999999999993,0,1.00000000000013E-06,0,-1.99999999999983E-06,0,0,,0,,-9.9999999999989E-05,0,0.218000000000004,0,0.218000000000004,0,0.218000000000004,0,0.079000000000001,0,2.19999999999994E-06,0,4.0000000000001E-06,0,0,,0,,0.0008,0,0.072000000000003,0,-0.622,2,-0.00037,2,0.0031,-2,0.138999999999999,1,-0.0026,1,-0.0018,1,-0.0003,0,0.221,-7,-0.095,-6,0.033,-2,-0.03882,79,0.096,8,-0.114,4,0.0157,3,-0.0159,2,-0.0001412,15,0.266000000000005,0,-0.000999999999999,0,0,0,-2.83E-05,7,2.6E-06,9,,Edge density 1.0
31567.jpg,367,33,0.0008,0,0.338000000000001,1,-0.045,1,-1.944,25,0.324999999999996,1,-0.055,1,0.066000000000003,0,-0.069999999999993,0,-0.038999999999987,0,-0.061,0,0.067,1,0.005299999999998,0,0.0009,0,0.0023,1,0.0003,0,0.829999999999998,1,1.00099999999999,1,0.650999999999996,1,0.338000000000001,1,-0.026,0,0.018000000000001,0,0.0008,0,0.0037,2,0.002,1,0.440999999999999,2,2.89,27,-0.08954,239,0.02167,186,-0.060000000000001,1,-0.0018,1,-0.0014,0,-0.0002,0,0.348,-15,-0.176,-13,-0.044,-3,-0.04878,62,0.047,4,-0.078,3,0.0329,6,-0.0043,1,-0.000213,17,0.070000000000007,0,-0.015,0,-0.012,0,-1.57E-05,3,6.48E-06,15,,Color entropy 1.0
31606.jpg,293,33,-0.004,0,0.329999999999998,2,0.036000000000001,0,0.290999999999999,2,-0.564999999999998,1,0.048,1,0.02300000000001,0,-0.004999999999995,0,0.027999999999999,0,-0.006999999999998,0,0.0471,16,-0.033999999999999,0,-0.0004,0,0.0045,1,0.0005,0,0.850000000000001,2,0.895000000000003,2,1.491,4,0.329999999999998,2,0.212,2,0.23,2,0.0029,3,0.0044,2,0.0033,2,1.114,4,-0.038,0,-0.00046,-1,-0.00081,2,-0.003,0,0.0059,1,0.0047,1,0.0044,1,0.547,-26,0.129,-13,0.113,-10,-0.18559,92,-0.013,1,0.011,0,0.0161,2,0.0024,0,-5.97E-05,23,-0.484999999999999,0,-0.001,0,0,0,-1.678E-05,15,-2.87000000000001E-07,3,,mean R channel 0.99
31615.jpg,364,33,-0.004,0,0.571000000000002,2,0.013,0,-2.358,10,-0.032000000000011,0,0.074999999999999,2,-0.150999999999996,0,-0.170000000000002,0,-0.085000000000008,0,-0.107999999999997,0,0.0218,-6,-0.041,-2,0.0113,5,0.0174,11,-0.0005,0,1.562,2,1.521,2,1.316,2,0.571000000000002,2,-0.016,1,-0.032,0,0.0075,3,0.03,13,0.0052,2,0.806000000000001,6,-0.202,15,0.000392,25,-0.001124,17,-0.068,1,0.0002,0,0.0013,0,0.0009,0,0.29,-12,-0.091,-7,-0.072,-7,-0.08595,87,0.043,3,-0.053,2,-0.0027,0,0.0025,0,-3E-05,5,0.060000000000002,0,0.005,0,0.005,0,-1.31E-05,5,5.60999999999999E-07,6,,mean G channel 0.99
31622.jpg,405,33,-0.002,0,0.457000000000001,2,-0.094,1,-3.337,20,-1.02500000000001,1,0.028,0,-0.234999999999999,0,-0.244999999999997,1,-0.408999999999999,2,-0.110000000000003,0,0,0,0.071999999999999,0,-0.000363,17,0.0064,1,-0.0006,0,1.163,1,1.538,3,2.036,5,0.457000000000001,2,0.117999999999999,1,0.158000000000001,1,0.0006,0,0.0035,1,0.0044,1,3.324,4,0.054,1,0.00038,-3,0.0004,1,-0.02,0,0.0033,1,0.0032,1,0.0027,1,0.429,-17,-0.095,-6,-0.105,-8,-0.19055,79,0.022,1,-0.065,3,-0.0021,0,-0.0103,1,1.52E-05,2,-1.36099999999999,1,0.014,0,0.004,0,-6.39999999999999E-06,4,3.01E-06,14,,mean B channel (RGB) 0.99
31624.jpg,373,33,-0.004,0,0.452999999999999,2,-0.039,1,-1.162,11,-0.119,0,-0.068000000000001,1,-0.034999999999997,0,0.031999999999982,0,0.052000000000021,0,-0.014000000000003,0,0.02,1,0.004100000000001,0,0.0044,1,0.0093,2,0.001,0,1.28,2,1.064,2,1.096,1,0.452999999999999,2,0.171000000000001,2,0.118000000000002,0,0.0025,1,0.0048,2,0.0034,1,-0.231000000000002,1,-0.071,1,-0.00035,1,1.3E-05,0,-0.103,1,-0.007,2,-0.0069,2,-0.003,1,0.242,-10,0.008,-1,0.053,-5,-0.04261,73,0.098,7,0.055,2,-0.0182,4,-0.0107,1,-6.28E-05,6,-0.274000000000001,0,0.004,0,0.001,0,-9.59999999999996E-06,2,2.13E-06,5,,mean L channel 0.97
31641.jpg,393,33,-0.001,0,1.836,8,0.058,1,3.561,11,-0.34899999999999,0,0.014,0,0.105999999999995,0,0.00200000000001,0,-0.039999999999992,0,-0.119999999999997,0,0.126999999999999,1,-0.027999999999999,0,-5.00000000000084E-05,0,0.0148,3,0.0004,0,4.87,8,4.959,8,5.58,10,1.836,8,0.034,1,0.021000000000001,0,0.00054,1,0.0163,7,0.0191,8,5.37600000000001,13,-0.157,2,0.00035,-1,-0.00093,4,0.097,1,0.0029,0,0.0081,1,0.0086,1,0.298,-16,0.0634,-8,0.2201,-26,-0.02289,33,0.044,2,0.06,2,-0.0038,0,-0.005,1,7.13E-05,20,0.150000000000006,0,0.002000000000001,0,0.000999999999999,0,-4.3E-06,4,-1.219E-06,14,,mean a channel 0.97
31653.jpg,359,33,0.002,0,1.211,4,-0.086,1,-1.129,4,0.40100000000001,0,-0.222,8,0.052999999999997,0,0.045999999999992,0,0.543999999999997,0,-0.068999999999996,0,0.081,2,-0.202,-2,-0.0032,0,0.0182,6,0.0021,0,3.17099999999999,4,3.20700000000001,4,3.42100000000001,4,1.211,4,-0.052,3,-0.172,4,-0.02991,64,0.0231,10,0.0134,4,-0.107999999999997,0,0.247,2,0,,0.00124,2,0.098000000000001,1,-0.0105,2,-0.0057,1,-0.0081,2,0.285,-13,0.034,-3,0.006,-1,-0.071147,92,-0.042,3,0.009,0,0.0064,1,-0.005,1,-0.0001151,15,0.231999999999999,0,0.019,1,0.014,0,-1.81E-05,10,2.903E-06,27,,mean b channel (Lab) 0.97
31662.jpg,346,33,-0.001,0,0.670999999999999,2,0.001,0,-0.625999999999998,3,-0.259000000000015,0,0.025,0,-0.038999999999987,0,-0.070000000000007,0,-0.036000000000001,0,-0.079999999999998,0,0.023,-1,-0.013999999999999,0,0.0001,0,0.013,3,9.9999999999989E-05,0,1.62200000000001,2,1.616,2,2.158,4,0.670999999999999,2,0.042,0,0.030000000000001,0,0.0011,1,0.011,6,0.0065,2,-0.039999999999999,0,0.001999999999999,0,0.00042,1,-0.00126,8,0.129999999999999,1,-0.007,2,-0.0057,1,-0.007,2,0.271,-12,-0.09,-8,0.03,-2,-0.048425,84,0.021,1,-0.041,2,-0.0406,7,0.0012,0,-6.1E-05,13,-0.015000000000001,0,0,0,0,0,-1.1E-05,8,-3.29999999999999E-07,2,,mean H channel 1.0
31670.jpg,407,33,0.0007,0,0.019000000000002,0,-0.007,0,-0.323,8,-0.093,0,0.032,1,-0.019999999999996,0,0.003999999999991,0,-0.032999999999987,0,0.003,0,-0.016,1,0.0183,0,0.0002,0,0.0014,0,-9.9999999999989E-05,0,0.093999999999994,0,0.064999999999998,0,0.036000000000001,0,0.019000000000002,0,0.039,0,0.004000000000001,0,9.9999999999989E-05,0,0.0021,1,0.0004,0,-0.034000000000003,0,-0.166999999999998,1,-0.00085,-4,0.00111,-1,0.033000000000001,0,0.0008,0,-0.0033,1,-0.0034,1,0.129,-5,0.046,-3,-0.001,0,-0.00398,21,-0.005,0,0.034,1,0.0482,8,0.005,1,-7.04E-05,12,0.690000000000012,1,-0.004,0,-0.006,0,-2.54E-05,4,-2.39999999999998E-07,1,,mean S channel 1.0
317303.jpg,420,33,0,0,1.128,6,0.083,1,0.520999999999997,2,-0.421000000000007,0,0.106,3,0.057999999999993,0,-0.012000000000001,0,-0.043000000000006,0,-0.052999999999997,0,0.074999999999999,1,-0.012000000000001,0,0.00013,0,0.0119,2,0.0003,0,2.679,5,3.017,6,3.58199999999999,8,1.128,6,0.412,9,0.283,4,0.00275,11,0.0283,16,0.0105,5,0.057,1,-0.391,4,0.001389,-50,0.00185,-4,0.002,0,-0.0038,1,-0.0086,1,-0.0107,2,0.148,-12,-0.1241,-20,0.1716,-34,-0.05184,80,-0.048,3,-0.044,2,-0.0207,3,0.0046,1,-1.84E-05,8,0.220999999999989,0,-0.002,0,-0.001,0,-7.04E-06,7,-1.44E-07,3,,mean V channel 1.0
31756.jpg,426,33,0,0,0.663999999999998,3,0.01,0,0.034,1,-0.32,0,-0.221,9,0.180999999999983,0,0.173000000000002,0,0.213000000000022,0,0.027999999999992,0,0.01,1,-0.024000000000001,0,0.0002,0,0.0055,3,0.0008,0,1.561,3,1.598,3,1.632,3,0.663999999999998,3,-0.0161,2,0.032,1,0.01149,29,0.02682,33,0.006,2,-0.361999999999998,1,-0.101,3,-0.00037,2,-0.000385,5,0.139,3,0.008,1,0.0047,1,0.008,1,0.359,-16,0.058,-5,-0.028,-2,-0.03259,41,0.013,1,-0.029,1,0.0722,10,-0.0161,3,-0.0002141,20,-0.040999999999997,0,0.027,1,-0.001,0,-3.6E-05,7,-4.72E-06,9,,std R channel 0.93
317633.jpg,400,33,0,0,0.086,1,-0.045999999999999,1,-1.392,14,-0.228999999999999,0,-0.009,0,0.030999999999999,0,-0.027000000000001,0,0.071999999999999,0,-0.004999999999999,0,0.041,-2,-0.064,1,-0.0035,3,0.0003,0,9.9999999999989E-05,0,0.187000000000005,1,0.212999999999994,1,0.187000000000001,1,0.086,1,0.007,0,0.013999999999999,0,-0.0004,0,0.002,1,0.0008,1,0.015000000000001,0,0.109999999999999,0,0.0007,1,0,0,0.000999999999999,0,-0.0043,1,-0.0031,1,-0.003,1,0.137,-5,0.018,-1,0.083,-7,-0.038993,88,0.057,3,0.056,2,-0.0021,0,0.0007,0,-2.26E-05,7,0.061000000000007,0,0.001,0,0,0,-9E-06,6,-2.70000000000001E-07,2,,std G channel 0.91
31765.jpg,332,33,0.0009,0,0.477,2,-0.057,1,-0.952,10,-0.220999999999989,0,-0.215,13,0.164000000000001,0,0.114000000000004,0,0.109999999999999,0,0.018999999999998,0,0.019,2,0.0099,-1,0.0035,0,0.00042,2,0.0005,0,1.255,3,1.28400000000001,3,1.263,3,0.477,2,-0.0404,6,-0.0364,5,-0.0069,6,0.00663,21,0.0049,2,0.727,2,-0.591,7,0.0031,-8,0.000855,14,-0.036,0,-0.0056,1,-0.011,2,-0.002,0,0.275,-11,0.025,-2,0.004,0,-0.07022,60,-0.032,2,0.069,3,0.0714,10,0.0021,0,-0.0001427,15,-0.027000000000001,0,0.027,1,0.02,1,-2.24E-05,9,-5.3E-07,3,,std B channel 0.91
31766.jpg,382,33,0.0014,0,0.155999999999999,1,0.007000000000001,0,-1.691,12,-0.347999999999999,0,-0.014,0,-0.010000000000005,0,-0.004999999999995,0,0.057999999999993,0,-0.016000000000005,0,0.016,-1,-0.029,0,0.0013,0,0.0007,0,0.0002,0,0.472000000000001,1,0.375,1,0.414000000000002,0,0.155999999999999,1,0.008,0,0.029,0,-0.0004,0,0.0012,1,0.0017,1,0.032999999999994,0,-0.100999999999999,1,0.00149,-13,-0.00032,0,0.07,1,-0.002,0,-0.0002,0,0.0007,0,0.242,-10,-0.054,-5,0.099,-9,-0.059793,88,0.132,8,0.016,1,-0.0003,0,-0.0006,0,-3.76E-05,7,-0.241,0,0.003,0,-0.000999999999999,0,-8.29999999999999E-06,2,2.82E-06,13,,std L channel 0.92
31790.jpg,346,33,-0.004,0,0.335999999999998,1,-0.197,4,-1.112,10,0.13600000000001,0,-0.038,1,-0.129000000000019,0,-0.177000000000021,0,-0.147000000000006,0,-0.038999999999994,0,0.011,0,-0.016,0,0.00245,4,0.0263,8,9.9999999999989E-05,0,1.00200000000001,1,0.986000000000004,1,0.784000000000006,1,0.335999999999998,1,0.292,3,0.164999999999999,1,0.0072,5,0.0201,5,0.0036,1,-0.792999999999999,3,-0.465999999999997,2,0.00119,-1,0.00239,-4,-0.084999999999997,0,-0.0061,2,-0.0029,1,-0.0026,1,0.341,-13,0.056,-5,0.119,-10,-0.066372,89,0.102,7,-0.009,0,0.0035,1,0.0077,1,-3.9E-05,3,-0.372,0,0.001,0,0.009,0,-7.79999999999997E-06,1,1.00000000000016E-08,0,,std a channel 0.97
31811.jpg,359,33,0.0006,0,0.524000000000001,2,-0.105,1,-2.154,13,0.169000000000011,0,0.031,1,-0.127999999999986,0,-0.144000000000005,0,-0.088999999999999,0,-0.056999999999995,0,0.006,0,-0.079999999999998,0,-0.00162,2,0.0105,2,-0.0002,0,1.92700000000001,2,1.245,2,0.810000000000002,1,0.524000000000001,2,0.140000000000001,2,0.4,3,0.01136,16,0.0146,5,0.0072,2,-1.818,4,-0.048,4,0.001141,25,0.001168,-25,-0.028000000000001,0,-0.0005,0,0.0007,0,-0.0003,0,0.273,-10,-0.005,0,-0.076,-5,-0.05155,69,-0.027,2,0.009,0,0.0229,3,-0.0069,1,-1.98000000000001E-05,3,0.341000000000008,0,-0.000999999999999,0,-0.001,0,-1.25E-05,7,1.29E-06,8,,std b channel (Lab) 0.97
31813.jpg,363,33,-0.003,0,0.039999999999999,0,0.068000000000001,1,-1.632,20,-0.292000000000002,0,0.002000000000001,0,-0.022999999999996,0,-0.018999999999977,0,-0.027000000000001,0,-0.005000000000003,0,-0.003,0,0.002,0,-0.015,2,0.0051,2,9.9999999999989E-05,0,0.116999999999997,0,0.117999999999995,0,0.137999999999991,0,0.039999999999999,0,0.037,1,0.036,0,0.0006,0,0.0069,2,0.0005,0,0.068,0,-0.258,7,0.00116,-8,0.000566,-7,-0.019,0,-0.0011,0,0.0005,0,-0.0002,0,0.127,-4,0.027,-2,-0.03,-2,-0.01875,57,0.029,3,-0.037,2,0.0558,8,-0.0044,1,-0.0001913,18,0.174999999999997,0,0.008,0,0,0,-2.43E-05,9,2.39999999999998E-07,1,,std H channel 1.0
31826.jpg,379,33,-0.003,0,0.094,1,-0.013,0,-2.697,19,-0.239999999999995,0,0.005999999999999,0,0.061999999999998,0,-0.035000000000004,0,-0.092999999999997,0,0.006,0,0.027000000000001,0,0.047000000000001,0,8.99999999999998E-05,0,0.0041,1,0.0003,0,0.215999999999994,1,0.292999999999999,1,0.276,1,0.094,1,0.037000000000001,0,0.035,1,0.00082,1,0.0038,2,0.0008,1,-0.000999999999998,0,0.162000000000001,1,0.00128,2,-0.00145,7,0.042,0,-0.0044,1,-0.0038,1,-0.007,1,0.173,-8,-0.4631,-49,-0.0942,-13,-0.0954,45,-0.035,2,-0.108,4,0.0109,1,-0.0045,1,-8.8E-05,18,-0.132000000000005,0,0.008,0,0.000999999999999,0,-7.20000000000001E-06,6,1.17E-06,13,,std S channel 1.0
31842.jpg,378,33,-0.001,0,0.285,1,-0.121,2,-1.34,17,-0.488,1,0,,0.218999999999994,0,0.218999999999994,0,0.218999999999994,0,0.052000000000007,0,-1.00000000000013E-06,0,1.99999999999983E-06,0,0,,0,,0.0009,0,0.673999999999992,1,0.673999999999992,1,0.673999999999992,1,0.285,1,5.80000000000003E-06,1,1.09999999999999E-05,1,0,,0,,0.0026,1,-0.619,2,-0.004999999999995,0,0.00038,-3,0,0,-0.001000000000001,0,0.0036,1,0.008,3,0.0085,4,0.345,-14,-0.143,-9,-0.2,-15,-0.06362,56,0.031,2,-0.109,4,-0.016,3,-0.0127,2,-6.29999999999999E-05,5,-0.450999999999993,0,0.005,0,-0.006,0,-1.00000000000002E-06,0,-1.11E-06,5,,std V channel 0.93
31847.jpg,399,33,-0.001,0,0.304000000000002,1,-0.023,0,-2.93,20,0.216999999999999,0,0.0125,4,-0.082999999999999,0,-0.084000000000003,0,-0.056000000000012,0,-0.055,0,0.00606,-50,-0.02246,23,-0.001894,69,0.010972,73,-0.0003,0,0.798000000000002,1,0.816000000000003,1,0.690999999999988,1,0.304000000000002,1,0.0903,32,0.0763,9,0.00172,5,0.07472,69,0.0031,1,2.044,6,-0.262999999999998,1,0,0,0.0013,-1,-0.006999999999998,0,0.0015,0,0.0015,0,9.9999999999989E-05,0,0.352,-15,-0.045,-4,-0.036,-3,-0.10536,90,-0.003,0,-0.077,3,0.0343,5,0.0005,0,-0.0001133,17,-0.178999999999988,0,-0.004,0,0,0,-1.02E-05,4,5.11E-06,32,,Mirror symmetry 1.0
31858.jpg,358,33,-0.003,0,0.828000000000003,2,-0.33,6,-1.211,6,0.467000000000013,0,0,,0.270999999999987,0,0.270999999999987,0,0.270999999999987,0,0.036999999999999,0,4.10000000000015E-06,0,-7.99999999999998E-06,0,0,,0,,0.001,0,2.402,2,2.402,2,2.402,2,0.828000000000003,2,2.00000000000001E-05,2,3.69999999999997E-05,2,0,,0,,0.0094,2,0.744999999999997,2,0.068000000000001,0,-0.00038,-1,0.0002,0,0.009,0,0.0018,0,-0.0037,1,-0.0031,1,0.34,-16,-0.1181,-12,0.0871,-9,-0.0977,85,0.262,17,0.113,4,-0.0198,3,0.0021,0,-3.79999999999999E-05,4,0.450000000000003,0,-0.005000000000001,0,-0.002000000000001,0,-1.38E-05,5,5.21E-06,19,,DCM distance 1.0
3187.jpg,373,33,-0.001,0,-0.002000000000001,0,0.000999999999999,0,-0.678,19,-0.158999999999999,0,-0.01,0,0.041000000000011,0,0.021999999999991,0,-0.050000000000011,0,0.005000000000003,0,-0.031,-1,0.037099999999999,0,0,0,-0.0003,0,-0.0002,0,-0.022000000000006,0,-0.015000000000001,0,0.007999999999999,0,-0.002000000000001,0,0.01,0,-0.043999999999997,0,0,0,0,0,0,0,0.022000000000006,0,-0.287,6,-0.001165,11,0.00104,-5,-0.081999999999999,1,-0.0029,1,-0.0023,0,-0.0026,1,0.069,-2,0.124,-8,0.127,-9,-0.003718,57,0.087,7,0.083,3,0.0523,7,0.0017,0,-5.64E-05,11,-0.003,0,-0.001,0,-0.000999999999999,0,-1.72E-05,3,8.49E-07,9,,DCM x position 0.99
31871.jpg,371,33,-0.004,0,0.298999999999999,1,-0.016,0,-1.364,10,-0.221999999999994,0,-0.245,6,0.049000000000007,0,-0.013999999999996,0,0.063999999999993,0,-0.029000000000004,0,0.047,2,-0.042,1,-0.0012,1,-0.0023,1,9.9999999999989E-05,0,0.708999999999989,1,0.776000000000003,1,0.760999999999996,1,0.298999999999999,1,-0.057,2,0.016,0,-0.00293,5,-0.0028,3,0.003,1,1.684,4,-0.229000000000001,2,0.0004,4,0.00122,-2,-0.055999999999999,1,0.0008,0,-0.0034,1,0.0031,1,0.247,-10,0.025,-2,-0.027,-2,-0.039522,82,0.069,5,-0.043,2,0.031,4,-0.0017,0,-9.25E-05,13,0.020999999999987,0,0.001,0,0,0,-1.8E-05,8,6.9E-07,5,,DCM y position 0.99
31875.jpg,368,33,-0.001,0,0.110999999999997,0,-0.004,0,-1.573,15,-0.168000000000006,0,-0.024,0,0.037000000000006,0,-0.009000000000015,0,0.061999999999983,0,-0.006,0,0.0344,5,-0.03,1,-0.0028,2,-0.0003,0,0.0002,0,0.314999999999998,0,0.302999999999997,0,0.271000000000001,0,0.110999999999997,0,0.033,1,0.025,0,0.0005,0,0.0065,3,0.0012,0,0.088000000000001,0,0.186,1,0.00037,-1,-0.001,-1,-0.008000000000001,0,-0.0031,1,-0.0014,0,-0.0024,1,0.271,-10,-0.005,0,0.021,-2,-0.048295,92,0.071,5,-0.096,4,0.0225,4,-0.0081,1,-8.97000000000001E-05,15,0.100999999999999,0,0,0,-0.000999999999999,0,-2.3E-05,6,1.95E-06,8,,Balance 1.0
31882.jpg,373,33,-0.001,0,0.499000000000002,2,0.015000000000001,0,-0.429000000000002,3,-0.375999999999991,0,-0.027,1,0.003,0,-0.007000000000005,0,0.039000000000002,0,-0.042000000000002,0,0.0316,16,-0.02,0,-0.0014,1,0.0028,2,0,0,1.153,2,1.301,2,1.534,3,0.499000000000002,2,0.185000000000001,5,0.109999999999999,1,0.0053,2,0.0094,5,0.0045,2,0.23,1,0.009,0,0.0004,4,0,0,0.126000000000001,1,0.0004,0,-0.0007,0,-0.0018,0,0.304,-15,0.0514,-5,0.1212,-14,-0.08999,89,0.096,6,-0.008,0,-0.0177,3,0.0037,0,1.97E-05,3,0.090000000000003,0,0.001,0,0.002,0,-9.9E-06,6,-1.5E-07,1,,CNN symmetry left-right 1.0
