img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Edge density,Complexity,Color entropy,mean R channel,mean G channel,mean (RG)B channel,mean L channel,mean A channel,mean (LA)B channel,mean H channel,mean S channel,mean V channel,std R channel,std G channel,std (RG)B channel,std L channel,std A channel,std (LA)B channel,std H channel,std S channel,std V channel,Mirror symmetry,DCM,Balance,left-right,up-down,left-right & up-down,2-dimensional,3-dimensional,Slope,Sigma,PHOG-based,CNN-based,Anisotropy,Homogeneity,1st-order,2nd-order,Sparseness,Variability,
1004.jpg,1332,1.504,21.951,16.751,156.232,21.911,11.328,95.042,98.867,68.016,40.008,-6.331,16.224,0.1945,0.3873,0.4114,55.994,54.345,50.973,21.951,10.515,15.752,0.1469,0.2461,0.2248,37.847,4.258,13.25,0.6041,0.6247,0.5983,2.726,1.744,-2.144,0.002384,0.8599,0.8684,0.0002493,97.658,3.886,4.315,9.255e-05,7.569e-06,
1005_uglifier.jpg,1332,1.504,27.316,15.768,182.279,25.916,10.415,71.503,77.986,74.507,31.406,-2.133,1.442,0.2621,0.4071,0.3398,67.518,67.54,69.211,27.316,6.524,10.687,0.2619,0.3011,0.2786,52.837,7.924,19.591,0.5939,0.5436,0.5218,2.786,1.754,-2.089,0.002325,0.7674,0.8699,0.0003017,96.476,4.186,4.401,0.0001215,1.053e-05,
1006_uglifier.jpg,1207,1.966,23.985,16.044,193.852,37.579,9.958,120.334,126.352,73.931,50.299,-10.6174,27.219,0.1919,0.5119,0.5017,62.852,60.32,53.006,23.985,4.768,8.555,0.04224,0.2328,0.2378,28.312,11.068,20.903,0.6961,0.693,0.6715,2.981,1.887,-1.435,0.00146,0.874,0.8921,0.0001601,98.415,4.511,4.551,0.0001081,3.896e-06,
1012.jpg,1400,1.333,24.99,13.677,158.942,23.26,8.18,60.633,64.495,47.812,25.353,-4.169,8.602,0.155,0.3336,0.2622,59.575,61.333,59.868,24.99,7.405,14.414,0.1792,0.2876,0.2464,63.887,23.206,19.648,0.5138,0.5865,0.5071,2.748,1.699,-2.08,0.008055,0.6834,0.8786,0.0002203,92.109,4.565,4.566,0.0001018,7.574e-06,
1018_uglifier.jpg,1400,1.333,17.871,16.392,160.887,21.782,10.778,113.614,116.868,99.41,47.974,-4.352,9.516,0.2014,0.2372,0.4839,47.335,44.588,46.137,17.871,8.666,6.521,0.1382,0.1389,0.1814,28.421,5.017,9.859,0.6698,0.6529,0.6303,2.733,1.784,-2.227,0.008524,0.8749,0.8992,0.0001903,98.741,4.443,4.552,9.407e-05,5.77e-06,
1034_uglifier.jpg,1400,1.333,21.915,16.346,150.014,19.816,10.282,73.81,141.299,108.495,53.071,-28.4581,11.515,0.4111,0.54,0.5563,50.039,58.318,61.626,21.915,10.316,8.423,0.07502,0.2264,0.2288,32.991,11.016,13.399,0.6536,0.6414,0.6083,2.773,1.716,-2.114,0.001435,0.8327,0.888,0.0001531,97.523,4.521,4.562,9.83e-05,5.518e-06,
1036_uglifier.jpg,1400,1.333,16.402,14.925,107.67,24.813,9.893,116.649,61.325,55.176,32.533,23.375,14.843,0.01584,0.59,0.4575,41.837,41.209,39.939,16.402,5.967,5.264,0.01586,0.2119,0.1641,35.345,4.472,8.743,0.7547,0.7379,0.7321,2.89,1.96,-0.9354,0.006649,0.912,0.8895,0.0001114,99.375,4.486,4.57,7.725e-05,2.759e-06,
1040_uglifier.jpg,1400,1.333,24.505,17.457,239.184,30.066,11.552,108.216,120.222,98.991,48.319,-7.743,10.327,0.2167,0.3672,0.5073,64.571,61.771,66.807,24.505,16.458,15.836,0.235,0.2599,0.2514,26.636,10.259,10.193,0.6631,0.672,0.6523,2.772,1.758,-2.424,0.01064,0.8575,0.8875,0.000195,98.442,4.507,4.562,9.647e-05,5.273e-06,
1058.jpg,1400,1.333,20.586,15.989,161.987,22.271,10.373,100.818,105.088,66.091,42.493,-7.532,20.341,0.1671,0.423,0.4231,51.143,52.213,56.991,20.586,8.913,16.798,0.1008,0.2552,0.2071,54.183,14.02,13.4,0.6267,0.5588,0.5356,2.743,1.758,-2.261,0.005491,0.8056,0.8705,0.0002105,95.935,4.537,4.552,8.944e-05,7.386e-06,
1076_uglifier.jpg,1400,1.333,21.227,14.819,166.425,22.522,9.306,112.398,104.659,78.122,43.529,-1.195,15.811,0.1332,0.3657,0.4423,53.026,51.794,49.228,21.227,2.307,8.145,0.04809,0.2284,0.2076,15.072,10.361,11.595,0.6342,0.64,0.6569,2.735,1.768,-2.178,0.004237,0.8608,0.8968,0.0002234,99.062,4.451,4.55,0.0001139,5.084e-06,
1078.jpg,1330,0.6625,28.257,16.539,172.979,24.013,10.911,121.114,124.975,83.421,49.807,-7.587,21.334,0.1659,0.4139,0.5042,68.583,73.337,67.895,28.257,9.837,17.033,0.08337,0.2502,0.282,43.498,12.826,13.34,0.5814,0.5412,0.5602,2.764,1.694,-2.121,0.002032,0.7649,0.8583,0.0002786,95.154,4.496,4.5,0.0001021,1.023e-05,
1083_uglifier.jpg,1336,1.493,23.692,15.818,154.438,24.563,10.047,64.738,89.722,51.915,34.341,-16.0714,17.729,0.3029,0.5846,0.3528,56.105,58.829,58.735,23.692,8.007,13.735,0.0878,0.2948,0.2308,46.343,25.954,22.463,0.6425,0.5262,0.5103,2.801,1.774,-1.929,0.006026,0.7611,0.883,0.0001828,93.564,4.499,4.551,8.666e-05,6.164e-06,
1085_uglifier.jpg,1400,1.333,22.118,16.466,213.665,27.962,11.077,127.236,116.033,88.919,48.433,0.48,16.777,0.1161,0.3998,0.5146,53.985,56.439,56.42,22.118,9.584,7.873,0.07322,0.2329,0.2171,27.618,9.487,10.743,0.6678,0.6707,0.6599,2.787,1.723,-2.441,0.02066,0.8451,0.8992,0.0002481,98.288,4.45,4.555,0.0001065,5.265e-06,
1086.jpg,1400,1.333,23.549,16.825,199.566,25.052,10.795,102.524,122.415,116.29,48.75,-7.913,0.9254,0.4777,0.2335,0.4987,56.232,60.722,57.205,23.549,9.004,10.107,0.168,0.1318,0.2408,33.676,9.615,9.693,0.6365,0.6283,0.634,2.718,1.71,-2.471,0.009262,0.8423,0.8828,0.0002561,98.059,4.423,4.546,9.907e-05,5.926e-06,
1086_uglifier.jpg,1400,1.333,26.239,16.894,220.546,27.803,11.328,100.058,112.563,91.082,44.752,-8.179,10.276,0.2361,0.3401,0.4568,61.625,67.03,62.11,26.239,10.049,10.54,0.1594,0.2318,0.2626,34.02,11.606,10.377,0.6326,0.6252,0.6295,2.731,1.705,-2.517,0.01248,0.8411,0.883,0.0002564,98.023,4.426,4.547,0.0001031,5.982e-06,
109.jpg,1400,1.333,23.878,15.889,150.004,18.281,11.511,130.117,90.016,70.99,41.72,15.254,19.248,0.04934,0.5472,0.5113,55.449,65.642,75.099,23.878,13.009,11.941,0.0766,0.2788,0.2184,70.435,17.493,17.509,0.5769,0.5615,0.5534,2.559,1.533,-2.537,0.01209,0.8163,0.887,0.000197,89.869,4.564,4.563,0.0001367,8.44e-06,
1096_uglifier.jpg,1600,1.0,18.636,15.045,130.94,16.241,10.47,89.47,86.703,98.175,38.47,9.898,-3.812,0.9747,0.6007,0.5142,56.68,47.536,64.207,18.636,10.142,28.432,0.248,0.2727,0.2067,23.677,2.512,4.646,0.5917,0.3244,0.28,2.755,1.707,-2.242,0.002518,0.5759,0.8611,0.0007303,96.824,4.513,4.551,0.0004266,1.746e-05,
1101_uglifier.jpg,1400,0.75,25.333,10.644,158.288,19.428,6.879,46.634,40.213,34.431,16.766,1.576,4.075,0.02742,0.4087,0.1852,65.015,60.702,52.109,25.333,3.35,7.063,0.1325,0.387,0.2538,61.963,28.387,21.755,0.5771,0.5767,0.5625,2.661,1.611,-2.256,0.004131,0.6924,0.885,0.0004015,94.055,4.169,4.435,0.00014,8.382e-06,
1106_uglifier.jpg,1400,1.333,25.259,16.062,279.596,33.991,10.851,128.953,103.885,62.173,44.395,4.862,26.221,0.09782,0.6034,0.5059,65.03,63.131,50.039,25.259,4.888,11.828,0.03975,0.2318,0.2549,26.259,7.941,8.549,0.7393,0.7447,0.7344,2.798,1.756,-2.752,0.02817,0.9036,0.9252,0.0001741,99.518,4.466,4.551,0.0001109,2.599e-06,
1113_uglifier.jpg,1400,1.333,12.338,14.869,118.757,16.207,9.411,123.776,129.27,123.133,53.242,-3.099,2.628,0.3945,0.1046,0.5202,29.95,31.96,31.776,12.338,6.897,7.489,0.2866,0.08536,0.1223,15.839,1.803,8.365,0.6621,0.6687,0.6545,2.679,1.81,-1.92,0.001938,0.862,0.8833,0.0001694,99.583,4.578,4.563,9.825e-05,5.016e-06,
111_uglifier.jpg,1332,1.504,19.335,15.298,78.012,11.693,10.424,119.19,94.502,67.457,41.25,6.62,18.737,0.06472,0.4686,0.4681,47.575,48.019,34.913,19.335,6.26,12.891,0.06975,0.1502,0.187,18.121,17.685,12.699,0.6449,0.5988,0.5837,2.701,1.498,-1.889,0.003935,0.8684,0.8573,0.0001964,94.606,4.349,4.494,8.834e-05,7.765e-06,
1121.jpg,1400,1.333,25.691,16.608,240.841,28.031,11.131,122.618,124.767,48.289,49.614,-11.2274,38.739,0.181,0.702,0.5093,72.005,64.636,47.923,25.691,6.457,14.864,0.04688,0.2124,0.2599,31.122,4.438,7.614,0.6979,0.6857,0.6798,2.747,1.656,-2.572,0.007847,0.8813,0.9043,0.0001991,98.939,4.331,4.54,0.0001014,4.576e-06,
1142_uglifier.jpg,1400,1.333,27.078,17.272,188.526,32.209,11.404,123.649,132.483,113.2,53.069,-6.361,9.383,0.2651,0.2668,0.5453,68.343,70.271,65.695,27.078,12.199,11.151,0.1903,0.2065,0.272,29.752,12.352,15.158,0.66,0.6597,0.6481,2.914,1.838,-1.533,0.003584,0.888,0.8932,0.0002296,98.179,4.401,4.534,7.583e-05,6.299e-06,
115.jpg,1400,1.333,14.593,14.47,129.271,14.99,9.306,139.673,119.128,110.966,51.392,6.801,7.611,0.04204,0.2268,0.5479,35.413,37.382,38.332,14.593,3.134,4.138,0.04063,0.1117,0.139,21.943,2.647,8.462,0.616,0.5805,0.5653,2.636,1.741,-2.392,0.001292,0.8104,0.8717,0.0002574,99.7,4.392,4.538,0.0001272,6.611e-06,
1150.jpg,1120,1.333,24.482,17.33,179.829,36.116,12.637,148.505,116.432,94.385,51.059,10.961,17.729,0.05133,0.4808,0.5963,60.101,64.844,75.228,24.482,11.302,17.429,0.1407,0.2898,0.2458,33.359,9.412,12.435,0.6476,0.6538,0.6321,3.006,1.914,-1.437,0.00254,0.8684,0.8763,0.0001608,98.619,4.536,4.548,7.769e-05,6.259e-06,
1153_uglifier.jpg,1400,1.333,25.458,15.642,150.488,21.059,9.906,90.825,126.844,124.78,49.579,-11.4569,-2.384,0.4382,0.4283,0.5344,61.706,64.31,73.467,25.458,4.493,15.442,0.1143,0.2573,0.2695,25.888,11.226,12.426,0.5976,0.5558,0.5512,2.812,1.737,-1.928,0.0009386,0.7257,0.8697,0.0002801,98.324,4.524,4.539,0.0001932,1.344e-05,
1160_uglifier.jpg,1400,1.333,20.205,16.579,175.57,25.413,11.12,110.445,98.247,74.739,41.6,1.491,15.101,0.1019,0.4167,0.4443,47.567,51.44,47.568,20.205,10.65,9.603,0.08582,0.2276,0.1896,30.86,8.945,11.387,0.6911,0.6252,0.6171,2.775,1.809,-2.125,0.01172,0.8407,0.8971,0.0001919,98.035,4.529,4.569,9.271e-05,5.099e-06,
1164_uglifier.jpg,1400,1.333,34.198,14.13,179.34,25.535,9.404,90.906,98.281,72.92,38.367,-6.694,12.369,0.2372,0.5108,0.3916,80.978,86.322,74.483,34.198,5.746,9.754,0.1051,0.3354,0.3357,34.69,23.889,23.633,0.5278,0.4536,0.4722,2.837,1.693,-1.979,0.004192,0.638,0.8907,0.0002584,95.07,4.571,4.56,0.000132,1.008e-05,
117.jpg,1400,1.333,19.05,15.517,130.67,17.231,9.956,114.003,113.413,102.059,46.896,-1.59,6.452,0.08258,0.2096,0.4704,45.868,46.258,51.556,19.05,7.637,12.856,0.2352,0.1587,0.1896,11.715,8.353,9.265,0.6208,0.6154,0.6087,2.656,1.704,-2.299,0.006428,0.8297,0.8787,0.0002042,98.907,4.548,4.55,0.000101,7.397e-06,
1173.jpg,1400,1.333,23.049,14.194,59.53,8.38,9.761,119.594,112.363,98.236,46.992,2.391,9.734,0.1111,0.3957,0.5387,55.718,56.795,74.274,23.049,5.409,21.823,0.1999,0.1697,0.2771,22.419,25.353,18.99,0.5542,0.3767,0.3657,2.683,1.611,-2.081,0.003196,0.7378,0.8324,0.0005173,90.744,4.473,4.526,0.0003423,2.05e-05,
1184_uglifier.jpg,1400,1.333,27.108,14.474,180.023,26.728,8.813,66.068,74.905,61.92,29.379,-6.013,6.456,0.3161,0.4336,0.3004,66.808,66.177,73.066,27.108,5.958,9.055,0.167,0.3284,0.2661,59.222,11.726,16.043,0.4443,0.4877,0.5024,2.857,1.693,-2.063,0.008938,0.6675,0.8765,0.0001806,95.603,4.553,4.548,9.948e-05,6.822e-06,
1199_uglifier.jpg,1568,0.96,25.131,13.231,96.69,12.293,8.084,72.651,72.788,61.455,29.369,-2.003,6.539,0.1643,0.4049,0.2962,59.673,60.442,66.789,25.131,3.896,8.427,0.2039,0.3425,0.2385,52.199,13.652,18.423,0.5558,0.5362,0.5353,2.554,1.49,-1.975,0.01004,0.7978,0.8121,0.0004186,87.617,4.458,4.467,0.0001313,1.677e-05,
1203_uglifier.jpg,1332,1.504,27.53,14.344,238.895,30.175,9.262,73.891,65.326,57.946,26.84,2.469,5.425,0.04188,0.4353,0.2961,66.25,67.974,68.585,27.53,2.901,8.919,0.1352,0.2945,0.2659,62.455,2.256,12.282,0.5909,0.6206,0.596,2.7,1.728,-2.45,0.005353,0.8076,0.885,0.0002222,98.488,4.533,4.548,0.0001296,5.467e-06,
1204.jpg,1406,0.7575,20.743,16.801,120.71,17.351,11.554,86.235,89.383,74.196,36.95,-2.726,8.769,0.2955,0.4403,0.4148,61.49,49.345,53.533,20.743,13.441,16.727,0.2434,0.2095,0.2306,44.656,10.435,10.166,0.5825,0.4932,0.4777,2.754,1.743,-1.993,0.001185,0.7139,0.8682,0.0003418,97.241,4.286,4.507,0.0001018,9.661e-06,
1206.jpg,1332,1.504,23.513,16.243,173.673,23.891,10.463,72.709,80.838,63.836,32.159,-5.977,8.213,0.2679,0.3733,0.3304,57.818,56.962,50.146,23.513,7.889,12.918,0.1968,0.256,0.2261,38.005,3.991,14.49,0.6296,0.6089,0.5943,2.747,1.746,-2.116,0.001301,0.8685,0.8741,0.000228,98.199,4.399,4.529,0.0001046,7.004e-06,
1212_uglifier.jpg,1400,1.333,20.649,15.223,145.887,21.781,9.281,81.766,103.55,67.712,40.488,-15.18,17.659,0.287,0.4416,0.4064,53.377,52.09,58.931,20.649,4.849,10.052,0.06435,0.2282,0.2044,73.242,7.111,10.965,0.5824,0.5791,0.5589,2.737,1.801,-1.77,0.001296,0.7864,0.8814,0.0002077,97.051,4.557,4.558,9.477e-05,5.152e-06,
1215.jpg,1400,1.333,19.517,16.714,191.954,23.735,10.768,117.18,137.811,123.304,54.89,-9.97,5.407,0.372,0.2031,0.5508,46.491,51.655,48.941,19.517,9.793,8.812,0.1684,0.1078,0.2017,27.808,4.263,9.919,0.6734,0.6782,0.6523,2.726,1.735,-2.446,0.01317,0.8706,0.8872,0.000182,99.221,4.552,4.566,9.885e-05,5.175e-06,
1215_uglifier.jpg,1400,1.333,22.549,16.866,206.326,30.125,10.609,108.259,142.694,114.24,55.308,-17.5694,11.47,0.3489,0.3145,0.5608,54.965,58.913,57.088,22.549,9.187,8.436,0.08335,0.179,0.2311,26.077,4.0,9.836,0.6822,0.6888,0.6632,2.844,1.821,-1.867,0.006402,0.8712,0.8956,0.000169,99.419,4.55,4.568,8.929e-05,4.521e-06,
1220.jpg,1332,1.504,19.146,16.917,144.453,21.575,11.463,88.96,99.114,50.752,39.528,-10.9615,24.051,0.2084,0.5046,0.4011,43.741,48.938,37.734,19.146,10.977,19.045,0.1064,0.2725,0.1885,28.362,5.26,13.015,0.6569,0.6401,0.6151,2.741,1.779,-2.131,0.002726,0.8388,0.8711,0.0002346,98.974,4.246,4.475,8.446e-05,6.064e-06,
1229.jpg,1344,1.471,16.283,16.861,119.998,19.222,11.249,115.841,137.389,53.921,53.76,-20.1311,40.171,0.2085,0.6472,0.5536,46.171,42.203,39.003,16.283,12.118,11.99,0.04804,0.1871,0.1692,25.422,2.367,11.818,0.6416,0.6102,0.5974,2.792,1.856,-1.685,0.001118,0.8488,0.8583,0.000178,99.051,4.538,4.55,9.793e-05,6.371e-06,
124.jpg,1400,1.333,22.903,13.491,45.745,6.453,8.742,77.667,95.434,115.877,39.344,0.754,-12.4072,0.5708,0.4078,0.4898,50.39,55.564,75.994,22.903,4.581,20.589,0.2139,0.2291,0.2939,17.35,22.778,18.742,0.3792,0.2639,0.2771,2.605,1.634,-1.938,0.01114,0.5932,0.7612,0.0008087,96.865,3.764,4.19,0.0004751,3.047e-05,
1251_uglifier.jpg,1400,1.333,24.802,15.792,191.47,24.557,9.899,114.834,120.432,91.555,48.334,-7.258,15.396,0.2104,0.3229,0.4804,63.603,63.704,62.984,24.802,4.638,6.467,0.07051,0.1831,0.2506,49.856,1.667,8.568,0.5783,0.6108,0.5579,2.785,1.732,-2.055,0.001468,0.7773,0.8844,0.0002341,98.028,4.395,4.515,0.0001209,7.027e-06,
1256.jpg,1400,1.333,19.972,16.953,153.276,21.74,11.16,112.736,117.575,83.331,47.642,-7.449,18.199,0.1764,0.3769,0.4825,50.655,49.85,50.787,19.972,10.29,11.868,0.1026,0.2215,0.1969,21.793,5.862,7.411,0.6335,0.5817,0.5666,2.736,1.791,-2.025,0.001844,0.8332,0.88,0.000225,99.278,4.396,4.535,9.35e-05,7.616e-06,
1257.jpg,1400,1.333,27.502,15.251,157.809,23.374,9.639,67.538,87.719,45.911,33.153,-15.1408,20.141,0.2519,0.5876,0.3442,66.006,69.305,56.135,27.502,8.168,12.596,0.04661,0.2413,0.2718,52.891,12.023,21.155,0.5988,0.6212,0.5878,2.826,1.662,-1.887,0.003382,0.7416,0.8921,0.0002049,92.969,4.486,4.545,9.777e-05,7.187e-06,
1260.jpg,1400,1.333,24.942,16.611,160.381,23.23,10.465,116.351,129.797,120.86,51.939,-6.602,3.256,0.4044,0.1882,0.5231,64.336,63.243,61.653,24.942,8.87,7.643,0.2011,0.1293,0.2543,30.73,19.348,8.827,0.6612,0.6107,0.6033,2.807,1.648,-2.039,0.006984,0.8259,0.8854,0.0001967,94.127,4.499,4.549,9.137e-05,5.417e-06,
1264_uglifier.jpg,1400,1.333,39.293,12.723,278.2,34.572,7.178,141.213,141.684,144.891,56.464,0.5861,-1.816,0.8186,0.1404,0.5757,99.114,98.775,97.996,39.293,2.477,4.739,0.311,0.2297,0.3864,18.846,19.692,17.076,0.5891,0.57,0.567,2.816,1.682,-2.117,0.00479,0.7026,0.8749,0.000452,96.349,4.239,4.419,0.0001498,7.088e-06,
1266.jpg,1405,0.8536,30.13,14.199,154.482,21.578,8.788,121.554,130.699,113.105,52.066,-6.523,8.943,0.2702,0.268,0.5236,81.336,76.274,91.182,30.13,11.09,14.259,0.2521,0.2807,0.3014,45.092,23.281,11.541,0.6208,0.3543,0.342,2.802,1.575,-1.834,0.001302,0.5478,0.8541,0.0002607,87.751,4.383,4.506,0.0001081,1.238e-05,
1266_uglifier.jpg,1405,0.8536,20.048,12.667,109.45,14.182,7.966,178.725,189.094,167.289,74.925,-7.379,10.158,0.1751,0.1449,0.7469,58.518,53.373,68.547,20.048,11.958,14.438,0.2,0.1735,0.2073,36.733,26.177,21.479,0.6082,0.4536,0.4342,2.763,1.603,-1.741,0.0008074,0.6689,0.8454,0.0002866,95.117,4.425,4.514,0.0001194,1.211e-05,
1271_uglifier.jpg,1400,1.333,19.797,15.785,129.844,18.815,10.423,158.361,159.994,147.034,64.871,-2.666,6.83,0.1944,0.1496,0.6489,49.364,53.769,58.555,19.797,5.393,8.349,0.1854,0.09214,0.2066,43.483,20.817,8.993,0.6696,0.5569,0.5413,2.868,1.725,-1.755,0.003676,0.7768,0.8794,0.0002465,98.178,4.496,4.551,0.0001018,6.561e-06,
1272.jpg,1400,1.333,20.214,13.387,69.711,10.784,7.53,59.353,79.143,87.269,31.478,-5.013,-7.258,0.5384,0.4277,0.3463,45.675,48.574,49.597,20.214,3.531,5.355,0.05951,0.2152,0.1925,34.56,22.746,20.655,0.5099,0.4868,0.4965,2.612,1.459,-1.968,0.006281,0.6606,0.8383,0.0004575,92.762,4.404,4.517,0.0001143,1.012e-05,
1273_uglifier.jpg,1400,1.333,16.38,14.648,73.344,9.588,10.426,199.713,173.315,163.781,72.901,10.158,9.471,0.9338,0.3308,0.8427,34.013,47.732,73.431,16.38,6.827,24.547,0.2554,0.1901,0.1548,12.581,24.045,8.737,0.5725,0.3222,0.3046,2.681,1.588,-1.849,0.007364,0.5665,0.8215,0.0003809,88.403,4.321,4.457,0.0002323,1.648e-05,
128.jpg,1400,1.333,19.079,14.284,113.741,14.941,8.741,119.824,124.717,114.887,50.989,-3.675,4.779,0.2837,0.1351,0.4984,49.227,48.853,50.719,19.079,3.919,7.682,0.1901,0.08482,0.1923,74.221,5.25,10.1,0.593,0.424,0.4001,2.667,1.686,-1.996,0.001862,0.6535,0.8691,0.0002092,89.427,4.565,4.551,9.69e-05,6.319e-06,
1280.jpg,1400,1.333,25.281,16.358,244.755,29.352,10.832,76.167,112.379,42.623,42.296,-24.56,32.305,0.2551,0.7135,0.4417,63.89,65.129,52.304,25.281,10.687,14.075,0.04177,0.2333,0.2557,51.072,12.042,13.527,0.6181,0.6227,0.587,2.79,1.735,-2.407,0.009479,0.7179,0.8531,0.0004476,97.923,4.393,4.369,0.0001302,8.511e-06,
1283_uglifier.jpg,1400,1.333,19.352,16.62,119.678,17.549,11.006,147.599,167.872,128.424,65.875,-13.8058,17.94,0.2683,0.2659,0.6629,50.55,51.481,48.01,19.352,8.476,13.615,0.1157,0.1346,0.199,17.088,6.936,10.015,0.5534,0.5631,0.4795,2.789,1.8,-1.645,0.004886,0.716,0.88,0.0002207,98.157,4.428,4.533,0.0001078,9.558e-06,
1284.jpg,1336,1.493,25.532,16.016,153.017,24.743,10.839,126.748,104.527,86.109,44.928,6.706,13.994,0.09209,0.3868,0.5001,62.952,66.27,60.535,25.532,9.159,7.85,0.08194,0.2438,0.2466,46.029,23.191,20.991,0.6079,0.5638,0.556,2.825,1.77,-1.816,0.002915,0.7696,0.8755,0.0001863,92.326,4.339,4.505,9.504e-05,7.196e-06,
1302_uglifier.jpg,1400,0.75,30.68,13.685,221.291,26.375,9.516,105.598,59.583,51.436,29.316,18.514,12.934,0.01777,0.7242,0.4141,80.107,76.5,70.208,30.68,7.64,8.779,0.02546,0.2917,0.3141,55.431,12.316,14.962,0.6803,0.5878,0.5778,2.831,1.7,-2.344,0.004378,0.7625,0.8943,0.0003381,95.744,4.148,4.451,0.0001541,7.19e-06,
1306.jpg,1336,1.493,25.967,15.816,221.926,30.846,10.065,116.293,123.575,119.843,50.007,-2.705,1.466,0.4343,0.2741,0.518,60.621,64.113,74.695,25.967,3.486,13.36,0.234,0.2396,0.2659,18.818,4.807,12.512,0.639,0.658,0.6218,2.863,1.803,-2.084,0.005006,0.8184,0.8846,0.0002443,98.595,4.519,4.542,0.0001085,6.924e-06,
1310.jpg,1400,1.333,18.058,16.476,150.243,22.925,10.642,123.087,129.842,122.968,53.089,-3.438,2.901,0.3441,0.1594,0.5333,41.689,47.379,44.302,18.058,9.644,8.418,0.3135,0.09508,0.1784,17.496,6.009,8.409,0.6761,0.6551,0.6604,2.798,1.823,-1.895,0.006891,0.8446,0.8917,0.0001893,98.699,4.509,4.566,8.03e-05,5.063e-06,
1315.jpg,1400,1.333,21.797,16.647,190.393,25.84,11.951,135.741,85.564,32.861,40.459,16.379,35.384,0.07837,0.7688,0.5332,65.859,50.878,41.603,21.797,9.603,19.995,0.06189,0.2324,0.2572,22.011,2.77,10.114,0.5927,0.5604,0.5693,2.735,1.769,-2.213,0.006182,0.7271,0.8797,0.0003865,99.31,4.38,4.517,9.536e-05,7.974e-06,
1316_uglifier.jpg,1400,1.333,28.953,14.727,232.693,28.867,9.181,117.985,154.911,104.915,58.965,-22.1388,22.354,0.3066,0.4549,0.6075,78.333,74.286,81.735,28.953,7.514,11.189,0.04924,0.285,0.2913,31.298,16.763,10.271,0.6955,0.5608,0.5515,2.882,1.772,-2.06,0.003695,0.7589,0.8986,0.0003119,96.361,4.489,4.549,0.0002214,8.741e-06,
1318_uglifier.jpg,1336,1.493,23.672,16.826,146.473,22.319,11.651,111.667,100.128,80.861,42.273,2.562,12.969,0.09933,0.4488,0.4634,53.046,61.121,61.887,23.672,10.941,12.22,0.1437,0.2599,0.2224,33.263,11.242,18.84,0.6303,0.5915,0.5838,2.809,1.758,-1.806,0.002693,0.8591,0.861,0.0001746,97.075,4.492,4.544,9.375e-05,7.484e-06,
1340.jpg,1400,1.333,16.461,16.347,162.267,24.478,10.403,120.091,131.964,121.802,53.511,-6.299,4.175,0.3636,0.1591,0.5301,42.927,41.938,44.334,16.461,7.713,7.384,0.187,0.09908,0.1674,27.538,5.6,9.854,0.6996,0.6951,0.6892,2.789,1.866,-1.871,0.01243,0.8943,0.8995,0.0002074,99.049,4.491,4.558,8.57e-05,4.078e-06,
1344_uglifier.jpg,1400,0.75,27.162,16.559,207.486,27.706,10.794,119.177,116.826,91.863,47.472,-3.247,13.942,0.1729,0.3324,0.4814,71.973,67.845,65.328,27.162,5.928,10.692,0.1105,0.2371,0.2755,41.295,5.017,13.999,0.6198,0.6037,0.6075,2.805,1.742,-2.149,0.004524,0.8736,0.8856,0.000193,97.125,4.521,4.559,0.000108,5.555e-06,
1359_uglifier.jpg,1400,1.333,28.501,14.736,277.698,47.94,8.779,87.557,81.45,84.61,34.008,3.135,-0.7584,0.8812,0.3146,0.3586,68.997,69.52,70.893,28.501,3.728,5.396,0.1953,0.3339,0.2749,33.655,8.8,11.996,0.7514,0.7377,0.7363,3.015,1.88,-1.793,0.03827,0.901,0.9189,0.000153,99.237,4.538,4.575,0.000101,2.686e-06,
1363_uglifier.jpg,1431,0.878,28.378,9.471,134.48,20.328,6.358,35.263,38.945,29.551,14.942,-2.712,4.242,0.09388,0.3929,0.1596,68.571,71.45,58.137,28.378,6.611,12.497,0.2264,0.4157,0.2804,70.736,52.406,29.298,0.5514,0.3528,0.3281,2.75,1.629,-1.704,0.001273,0.5663,0.8598,0.0005956,87.734,4.548,4.563,0.0001918,1.621e-05,
1364.jpg,1348,0.9736,24.097,15.58,182.754,24.489,9.53,109.92,132.274,147.3,53.244,-3.459,-10.5353,0.5707,0.3417,0.5863,70.632,60.529,60.956,24.097,4.319,8.891,0.1172,0.2374,0.2361,34.521,5.127,6.167,0.5997,0.6561,0.6063,2.843,1.779,-2.004,0.004181,0.7852,0.8888,0.0002273,98.746,4.27,4.517,0.0001039,4.791e-06,
1369.jpg,1332,1.504,24.39,16.806,192.393,27.239,11.226,93.817,100.089,55.457,39.804,-9.317,23.001,0.1864,0.5381,0.4089,60.55,60.902,49.751,24.39,10.101,15.254,0.07418,0.2502,0.2444,37.633,5.674,12.566,0.65,0.6591,0.6373,2.8,1.787,-2.114,0.001606,0.8524,0.8965,0.0002078,98.853,4.286,4.492,9.375e-05,5.626e-06,
